"A2" "A6" "A8" "B6" "B7" "B9" "C15" "C17" "C3" "C5" "D1" "D10" "D12" "D14" "D16" "D2" "D5" "D6" "D7" "A12" "A13" "A15" "A16" "B10" "B12" "B16" "C6" "C7" "C8" "C9" "C10" "C11" "C12" "C13" "C14" "D4" "D11" "D13" "D15" "D17"
"A259" -0.00438095874440571 -0.00186424612631074 0.00191339879481233 -0.00841236812416291 0.00227536953385016 0.00233746550054738 -0.00131645820151283 0.000905245397574462 0.00788545970454422 -0.0151313738565514 -0.623175508606792 0.00182270977204054 0.000579034112176839 -0.0021361301775605 0.00167610903771741 -0.0362382992391102 -0.0123856528266936 0.0065147640992088 0.00264636124481781 0.000555762825336322 0.00102602334131513 0.000622117511684342 -0.000874304904453898 -0.000758265301523225 -0.00145067292374445 -4.69412427137922e-05 -0.00372740992797082 -0.000807844382551016 0.000667696595853404 0.00188894471389214 0.00134057064388488 -0.000338415098104239 -0.00200941964901231 0.000829025742441533 0.00116513597064921 0.00554295720332383 -0.00205367310111556 -0.00247565022722749 0.00088746484025453 -0.000778771408679909
"A262" -0.00652300686479096 -0.00347026722549716 -0.00265573957310163 -0.00300757353671809 0.0040564996293687 0.0016621145080956 -0.00183468415732091 0.0014212038178981 0.00299322670156653 -0.0059006392578569 -0.59752535484159 -0.00226574786423448 0.0029054075036127 -0.00149326308110895 0.00189205850831787 -0.0312565439724826 -0.011482832888534 0.010502976031649 0.00788583355306581 0.00138669190218738 -0.000455197092477653 0.000714616073738462 0.000676678350145551 -0.00256006164476186 -0.00127328869321109 -0.000461955609793593 -0.00259883298955011 -0.00469211771543034 -0.000307267808204232 0.00159381194594637 0.00268032653308381 0.00452033014085912 -0.00321918116438964 -0.0015017092951724 -0.00106717680562925 -0.00155836814628456 -0.00194299700841219 0.0022788173118666 -0.000513793641031596 -8.82287538926835e-05
"A264" -0.0158800675842086 0.00060863241000475 0.000829585201209036 -0.00416456479200026 0.00140757833277668 0.00079334585325408 -0.0015636907390539 0.000989680310459893 0.00602188690839624 -0.00861591479207452 -0.620887803611308 0.00143677252208782 0.00172641963721147 -0.00528149877912221 0.00263011054344182 -0.0483998039225709 -0.00770651054968205 0.00856006733910568 0.00948105285190134 0.000313549721456175 -7.10051779285549e-05 0.000518014230426606 -0.00135416093231011 -0.00221794948926807 -0.00157537632941101 -9.92485301801996e-07 -0.005860412458712 -0.00230847422415322 0.00176155239002473 0.00248158885067826 0.00365318918084337 -0.000666628057609785 -0.00526382187257197 0.000122935047132099 0.000482936059717838 0.00902012246407036 -0.0033520048372448 0.000726405724846667 0.000125704168343713 0.000917556138184542
"A265" -0.00264960415669664 -0.000366734192019851 -0.00192986531158229 -0.00337730409549597 0.00193269818394966 0.00264797550925575 -0.00140335750217818 0.00159504263502069 0.000901289090687369 -0.00193447733399979 -0.599175713027223 0.00107371941002232 0.00110619345480322 -0.00238262536841041 0.00140255375027903 -0.0295208466058108 -0.0116241959102672 0.00649279457668897 0.00735017715456037 0.00056697234692942 0.000499458564817522 0.000222437477353402 0.000694857473992962 0.000830601987800621 0.00142788103021375 0.000228467977888833 -0.000570030539121815 -0.00277741173375111 -0.00456896860008328 -0.00147342563573019 0.0022735111353135 0.00364904072168998 -0.00137912989638239 -0.000253742278745002 0.00051856620066746 0.000395954492668344 -0.000963465145042776 -1.51361779865333e-05 -0.00122888542729981 0.000829834889296963
"A267" -0.0127219783101686 -0.00277960232843032 0.00156651193764122 -0.0107894351603207 -0.00162196494963432 0.00194698219607471 -0.00112684188824429 0.00118781625653431 0.0176450434665446 -0.019220613009444 -0.615274652970644 -0.000502094639080381 0.00202047851887821 -0.00285007628753858 0.00164178278346668 -0.0584437619721928 -0.0140287399444904 0.00116152759610482 0.00381735000553497 0.00274894258554017 0.000922970858399228 0.000314443614890928 0.000685169545356981 -0.00264970927654117 -0.000502195531847353 -6.31294924834969e-05 -0.00957981342305183 0.00143376473192513 0.00444111330978385 -0.00204418055309427 -0.000855672149890455 0.00263817724836087 -0.000257419275100491 -0.00214795078495629 -0.00165629794551885 0.0185649717133698 -0.00193702281078171 0.0018320967691436 -0.00303661217039013 0.000814387947643551
"A269" -0.0278046774633414 -0.00420554372267701 0.000196545158541828 -0.00534765449456613 0.00157066509920943 0.00185840799701736 -0.00170942856810113 0.000566087498914915 0.0104290636414294 -0.0148108701711795 -0.636243261437685 0.000723123453298162 -0.00174746900638645 7.52369113172918e-05 0.00160880007152802 -0.0506252684338582 -0.00659008694278301 0.0086539817590103 0.000348536317848389 0.000994429134286835 0.00136458944871741 0.00101842910252942 -0.000217860956874324 -0.00141019118302767 -0.00176479431682977 -5.49942169621927e-05 -0.00529741169837853 -0.00603994852018295 0.00173788345490199 0.00358871397426266 0.000112210209067445 0.000835251754883915 -0.00283520952468732 0.00042535630882405 0.00129851140798294 0.0143756414644558 -0.00307244843272213 0.000671767245614449 0.000265249352675247 -0.000473992281017805
"A270" -0.00895440835482615 -0.00177751919736528 -0.00031028381229091 -0.00234582615539133 0.000575122215203639 0.00167265464818686 -0.000695109036475474 0.00112636150085289 0.000961344537159522 -0.00322509178221858 -0.613093069620688 -0.000641122457102027 0.000464301393707264 -0.000948644567235236 0.00140971208814676 -0.0381872614327041 -0.0150353525853371 0.00986414134332095 0.00707793207412895 3.29015980861641e-05 0.00117797526777764 0.000192016600021997 -0.000394915839470296 0.00179246630947885 0.00101091784629807 -0.000619129440402956 -0.000876351673761608 -0.00224535435288262 -0.00266576192208694 -0.00122470463378929 0.00384103836929744 0.00112717441220776 -0.00115721267451358 -0.00209538682930566 0.002104150344795 -0.00154502363791924 -0.00149096639392368 -0.000635988627423538 -0.00192200783223512 0.000320273470550763
"A274" -0.00416519017288857 -0.00102145381509782 -0.000651445239063175 -0.00499367212385757 0.00245659507149901 0.00316765920588678 -0.00122428809811226 -9.82331478747828e-05 0.00325924303739507 -0.00963975136469844 -0.599744602565851 0.0014493560603502 0.000676770138270931 -0.00158201676107251 0.000420299843286066 -0.0343284867938511 -0.0149819428888602 0.00144522243901361 0.00674382996186282 0.000300628167737627 0.000834473529030205 0.000316765909987211 -0.000323320808350458 -0.000760332450225157 -0.00170412413046466 0.000181719000993617 -0.00302878250599166 -0.00113846938761873 0.00101303392806602 0.00148364587792158 0.00155848303173544 4.38418078425389e-05 -0.00180287303556405 0.000894910963860296 -0.000514867255096477 0.00647477971256444 -0.00244953483006831 -0.00138246564541608 0.00131987743987014 -0.000969504269239905
"A275" -0.00875100081091774 0.000913270965699354 0.00289787821348807 -0.00303067586749765 0.001018845134084 0.00289743151886119 -0.000517420426150139 0.00137026282459493 0.00975270574581333 -0.012376845399232 -0.609504485968234 0.00172066710786745 -3.8569313019579e-05 -0.00255227949881868 0.00253652930968992 -0.0493139815409098 -0.00866892704603874 0.0092266277380121 0.00632586276710462 -0.000409680677834546 0.00133456058577591 -0.000351234966690628 -0.00149860764338879 0.00182672431898884 -0.000538829769978915 -0.00129115368695886 -0.00585384415078787 -0.00646677096887813 0.00346446572176372 0.00366492633423877 0.00192136283155668 -0.00194707692313876 -0.00320062899354881 0.00116865426744673 0.00229586329142983 0.00694620276141018 -0.00425636964559146 -0.00287687416864905 0.000240278520070401 0.00143517167915163
"A276" -0.00434362487728708 0.00182913084816987 6.69260836080176e-05 -0.00319530968886398 0.00404946448977201 0.0034817015767271 -0.00163408586005722 0.00201467144607271 0.00099135043646403 -0.0029981202602348 -0.592984058393001 0.000689608250483771 0.00298983867776629 -0.00511861580857485 0.0016851889742275 -0.0314221525496878 -0.0156107776128037 0.00703996607546429 0.0110008938369554 0.001543314395247 0.000303851785687282 0.00142500972166674 0.000653158321679061 -0.00060927775252509 0.000324778536575544 -1.43736574962212e-05 -0.00448340044710541 -0.00620812144955453 -0.000829101640554665 0.00202481015678939 0.00401824889006606 0.0035110217924429 -0.00352407646737828 -0.00092712183722913 0.000306257752578058 0.00465161051241601 -0.00251764863262932 0.00158912425798003 -0.0016624175261031 0.000780301870169274
"A277" -0.0063425853076301 0.000781170560297782 0.00220339536399498 -0.00605140380805512 0.00134125427513216 0.00296684813965471 -0.00292648406746264 0.00186103994710016 0.00912194598965802 -0.0183171881540021 -0.601616852988148 -0.000341159998547905 0.000536828714528964 -0.001497279575395 0.000384903792642112 -0.0488434788446939 -0.0132921151176836 -0.000905252369099367 0.00610659201428996 0.00223554289051909 0.000722555552501593 0.000418681989979754 0.000158962875083275 -9.86783027731258e-05 0.000651438944154211 0.000525052447742797 -0.0017126093435646 0.00585300364905267 0.00287063943958586 -0.00226446341282699 -0.000911444096203612 0.000993520397844265 0.00101917472573056 0.000770356337359155 -0.000198104215454951 0.0131958381650805 -0.00551258152310894 0.00256891186212025 -0.00174080194364596 -0.000911478711993816
"A278" -0.00794598512903845 -0.000733607065953571 0.000306026821640942 -0.00621467885080979 0.00429675220296831 0.00383095106748336 -0.00161389396753669 0.000680185500968276 -0.000550396393879411 -0.00717918762113044 -0.60037219379567 0.00176296282925142 0.00168259848763292 -0.00413537137393781 0.00204979469934602 -0.0338368397006824 -0.00811995472411694 0.00729041426106197 0.00833649109132042 0.00113220258033401 0.00119985282530155 0.000745140218042066 -0.000726278631894656 -0.00239563734895734 -0.00149499192651531 0.000537031352117914 -0.00386361221395697 -0.00524060059090296 0.000790972352113908 0.00511408124484748 0.00328694548305096 0.00239487518976352 -0.00507693505298024 -0.000824347531189626 0.00113056900407048 0.000842371119618626 -0.00187399443093585 0.000532656720888984 -0.000340628994430307 -0.000236815581919586
"A288" -0.0106463374923695 0.000231342838591784 -0.000175709834651299 -0.00295980324323021 0.00304831197115254 0.00226422403973288 -0.000556119255865005 0.00037143827520494 0.0043066377141585 -0.00610393520948263 -0.606323146628959 0.00105210668012346 0.00130718530875591 -0.00259183421706331 0.00098092619279927 -0.0308975609378255 -0.00673681276632803 0.00911816875524282 0.010593810606326 0.000882764420026211 -0.000715060096614287 5.11412946052679e-05 -0.000536636408521404 -0.00173029324563053 -0.000524644830355498 -0.000117369325787267 0.00267349752530581 -0.00528529307236615 -0.00304621788423381 0.000948620707388979 0.00291452115006113 0.00196077224249875 -0.0030909333609974 -0.00139430006026252 -0.00017951862973281 0.0011809879133143 -0.00410834171086462 0.00138574611083095 -0.000194583362014767 0.000351596530952505
"A297" -0.0136934410247415 -0.00170871931709054 0.00285503739128465 -0.00770497091121962 -0.00149019452130442 0.00170326247620722 -0.00312413242007692 0.00194748363824002 0.00898199409184046 -0.0100989082308546 -0.613037419402192 0.00281706824933764 -0.000523859232778069 -0.000834157593011805 -0.00027811303293772 -0.0518051697716074 -0.00592138890072653 0.0118253548117468 0.00399808449233901 0.000877474047953597 0.00265575210838687 0.00119830727372929 -0.0011190110980955 0.000744780744390145 -0.000880200393816678 3.26737060727666e-05 -0.00821223351217593 -0.00376446928561491 0.00179530380097826 0.00633836110961817 0.00106984073084602 -0.00430787539997449 -0.00305290301601925 0.00103513086849327 0.00203772185150856 0.00886998715344341 -0.00219502262962222 0.000393237244499215 -0.000899990033496864 -0.00177102137705358
"A298" -0.00465267581822897 0.000624251504426428 0.00196910466025445 -0.0044087046705357 0.00362948547197992 0.00416687438978307 -0.00226440704940057 0.000824257538520689 0.0114039708463724 -0.0132449344963839 -0.620568303615056 -0.000851484921633545 0.000665117096258797 -0.00249860375482711 0.00102565412945076 -0.0364047169368094 -0.0133821245299158 0.00134822941611405 0.00326384344672713 0.000999790584022869 0.00125643073800912 0.000337943205175817 -0.000372384101048898 0.000893031273135749 0.00027747093343231 0.000295643364217406 -0.0080459489313892 0.000167524974958775 0.00296884762200195 0.00182670187031502 -0.00203991880593588 0.000488606526399747 0.000536044824506225 0.00142883221478356 -0.000378852667901464 0.0137153120974188 -0.00242847284201657 -0.000680724669624169 -0.000465470610169089 3.55663050065239e-05
