"A2" "A6" "A8" "B6" "B7" "B9" "C15" "C17" "C3" "C5" "D1" "D10" "D12" "D14" "D16" "D2" "D5" "D6" "D7" "A12" "A13" "A15" "A16" "B10" "B12" "B16" "C6" "C7" "C8" "C9" "C10" "C11" "C12" "C13" "C14" "D4" "D11" "D13" "D15" "D17"
"A405" -0.00557179069277814 0.00459971135252493 0.00224696203804965 -0.00646699409113423 0.00242606309877709 0.00102606205045524 -4.17879378354085e-05 0.00239287936616266 0.000534626189620472 -0.0120169448362383 -0.64040221533748 0.00197502717158721 0.00402514933801613 -0.00328691187812783 0.000703058014312929 -0.0368147528412935 -0.0119870929486292 0.0112665951337781 0.0101646074777979 0.00228207078565816 -0.000627803075265228 -0.00095861189318543 0.000866325338476803 -0.00355693194306578 -0.00141105322236827 0.00134188674203309 -0.000563966129444918 -0.00414451034487308 -0.000276799792595846 0.00149649375950109 0.00600628306619077 0.000392959209989086 -0.00559140142913208 -0.000464795488068282 -0.0016494485388837 0.00237134545730095 -0.00434706194358435 -0.00168164530444644 -0.00159780219408151 0.00276175947885617
"A407" -0.00662364564581175 -0.00044053587292439 0.00317052002764439 -0.00555832751465793 0.00100170738303516 0.00458233967710767 -0.00370108884731532 0.00120209667087003 0.0190666471392168 -0.0185379296630854 -0.603789445326786 0.00377040369654567 -0.000503077791674 -0.00295250355456105 0.00099234157350676 -0.0403962948363748 -0.009097858600405 0.00377143378593841 0.00328535810530596 0.00275675572870627 0.0017875694434288 0.000225242910346731 -0.000244427373368544 0.00183848721386362 -0.000902314443144169 -0.000230546175881308 -0.00657330056757813 -0.00486539791757304 0.0018105069246984 0.00397072640725132 -0.000278085808375834 0.00128667431723304 -0.00151504179405185 0.00169964180728842 0.00162762618759185 0.0124980565878116 -0.00436796202094617 0.000653495550050017 5.35030004659516e-05 -0.000205969102431679
"A416" -0.0150248270019196 -0.00152534513824834 0.00116692769365377 -0.0056537487450792 0.00314239193961327 0.00385022689028626 -0.000737586153845168 -0.000145349376360708 -0.00294494354513994 -0.0118101591477745 -0.649332164487319 0.00322048573159278 -0.000822023851410429 -0.000427668277031789 3.5756544514621e-05 -0.0420509184505007 -0.00539513602502874 0.0071608031810678 0.002588680288834 -0.000509392244160976 3.49690761264515e-05 -0.000977151438823309 -0.00132242409858189 0.000474843864706049 0.00133700015752896 0.000647237846797292 -0.00634906308481262 0.00111257356418736 -0.000107061125054443 -0.000918566555740236 0.00287524124430254 0.00282501553821506 -0.00370478592879156 -0.00124401596120374 -0.000139163678186568 0.00935052552366421 -0.00346458615038402 -0.000232518194258647 0.000925746258909464 -0.000765250452990973
"A420" 0.00416695381673877 -0.00175063685789262 -0.00173745113490306 -0.00212997665815124 0.00117106366028232 0.00293092922871374 -0.00036252176691853 0.00083561848824267 0.0233594925744891 -0.00231467559912348 -0.630397733470494 0.00282246445278109 1.07275045041328e-05 -0.00344301162620246 0.00108597537360621 -0.0204815860454138 -0.00774779139838725 0.00053265112099554 -0.00140657419942257 0.00251879771322929 0.00113803303145911 0.000353230562922255 0.000705510375467494 0.00323475743733091 0.00225523593610617 -0.000358666058160473 -0.00252326003007575 -0.00796301546414266 -0.00398220264009683 -0.000412894328181567 0.00211930928666556 0.00225118323967964 0.00180732305457303 -0.000387358599886037 0.00108882460280239 -0.00229311278125214 0.00160463948657421 -0.000143064808024656 -0.00109032056158124 0.00146437913805603
"A422" -0.0115030244726508 0.000301146912680569 0.00117774879228505 -0.0029087022345053 0.00177847592952808 -0.00101353796960449 -0.000392928275323506 0.00011019217722263 0.00366180549954569 -0.0116542048588403 -0.602160039279757 -8.37953663329208e-05 0.0019161595164241 -0.00312368549218596 0.000996615069289837 -0.0403712977719784 -0.0148029597250708 0.0135711755043161 0.00908080140541281 0.00063159441875058 -0.000211418920758607 0.00119687960266147 -0.000116473139282221 -0.000751814813563685 -0.00129251916421504 0.000756618665964008 -0.00132754384447589 -0.000486706392085509 -0.00134307081031303 0.00191478934936205 0.00680534243905612 0.000533640118727362 -0.00328279439335372 -0.00117547749069228 -0.00089379730721385 -0.00193431651747336 -0.00177217165537268 0.000887988741809652 -0.000747576498546811 0.0009220721280469
"A432" -0.00856287713995569 -0.00163641694189959 -0.000230484066023347 -0.00757011966093887 0.00498355109659379 0.00361789720844686 -0.00122395591690959 0.000731854656837948 -0.00100210133738052 -0.0115100388047964 -0.605922034103677 0.00320079254649511 0.00105258353363852 -0.00297112333102067 0.000929178447835425 -0.0465177341505289 -0.013709767674659 0.00572506692697847 0.00584942959106865 0.00210924939516721 0.000693503658569277 0.00101604484869328 -0.000136484214148496 -0.00157906591542807 -0.000863021296476883 5.87558629926128e-05 0.000772788404206341 -0.00244165993308695 -0.00455998838266867 0.000704801351503984 0.00397377517657094 0.00360033527502735 -0.00337523431312484 -0.000442121480285008 0.000714698491951592 0.00588320153509324 -0.00398410219809747 0.00082390677389906 -4.97078777771447e-05 -0.0004276110135321
"A477" -0.00991882224521311 -0.000872152741059303 -0.000160650901620482 -0.00517158685805997 0.00327413945458744 0.00309458929256564 -0.0026090663893213 0.000663809012062464 0.00424023782206571 -0.0109945995246162 -0.60491453203309 -1.19322574260736e-07 0.00375844832790032 -0.00352335460122576 0.00208421816849544 -0.0504071141757222 -0.00628518271235449 0.0075294043645518 0.00635104865610888 -5.969807446298e-07 -0.000152916123127927 0.000438429168757488 -0.00141068503647468 -0.00100814218136248 -0.00111113533992261 -0.000315893367751102 -0.00185275184801295 -0.000699019350401411 0.00040897226557795 0.00137833420044866 0.00219008131352411 0.000153936035488396 -0.00374765499227654 0.00193195998532465 0.000538262113862681 0.00686393824472532 -0.00623957085481601 -0.000842480955439734 0.00136720839688732 -0.00051916616691149
"A485" -0.00836730709615383 -0.00372031835095697 -0.000941301187480284 -0.00430798711089755 0.0018657480817246 0.00391533035624551 -0.00168293509975236 0.00195975681935338 0.019725214470584 -0.00671926234613349 -0.67945991157721 -0.000910202640010666 0.00247630631527558 -0.00298214761102219 0.00110013577392942 -0.0260012205190522 -0.010013912712317 -0.00139488446431651 0.00330970258547962 0.00221119470334567 0.00114426846053552 0.000360848414124534 0.000297347351293518 0.000954696954026431 0.000216906384182461 -0.000718350514527776 -0.00323290999542242 -0.00621083299996854 0.000422538447709159 0.000628988426788913 0.00168817383215935 -0.000151842853247089 -0.000283874709102617 0.00151539410471649 0.00036225243258078 0.00323646257925157 4.27884180222255e-05 -0.00089372868239236 -0.000563383916807987 -0.000306453502532443
"A510" -0.0160199851566874 0.00155875385025865 0.00233305754671153 -0.00562391064355507 0.00435134970986713 0.00190976440569233 -0.00134798538462986 0.00147681727839402 0.000421250948144405 -0.011405627013115 -0.647712981714025 -0.00328977315948261 0.000806164715671381 0.000279616402000663 0.00100750222670083 -0.0548016228362199 -0.00845993321165657 0.00351812593394763 0.00462146779169586 -0.0011564341644455 0.00187343794743927 0.000868405584134997 -0.000541224185102504 -0.000633239686860675 -8.0856704191506e-05 0.000153428283349526 -0.00679426422026526 0.00352945429183943 0.000347166279996255 0.00125411654594389 0.00154843835497499 0.000675554842221133 -0.00165580360000612 -0.000723560554928409 0.000395739705476819 0.0144504328356679 -0.00288451108664947 0.00105416647799868 -0.00182156986902728 -0.000879531287449505
"A511" -0.000201204296145254 -0.00358631917083839 -0.00181223946227212 -0.00553162814286304 0.000792087749310208 0.0031098664447187 -0.00159185141827149 0.00141436485009186 0.019711337743643 -0.00923950810099967 -0.654429006608007 0.00186554536794849 0.00169469030944277 -0.00262617503268344 0.00236088784543343 -0.0212262219200385 -0.00648417830128632 0.00132132909682504 0.00223670417987044 0.000961739708671301 0.0011114626024302 0.00101633230363145 -0.00033172580696549 0.00202563471525464 0.00176513647396693 0.000500248951598593 -0.00110694462548337 -0.0070574573309661 -0.00161299939398234 -0.00169773078808485 0.00251279639763787 0.000815541377968063 7.5250889137969e-05 0.000805876428825357 5.42463168912493e-05 -0.00545541971255804 -0.00072816354629999 -0.00187981165556783 -0.000332314354043383 -4.47663480888142e-05
"A515" -0.0114059818044652 -0.00106588591234561 0.00052575088466938 -0.00501009444454442 0.00345051111412174 0.00426036049219111 -0.00123294218741755 0.00188999579369755 0.0210966234691191 -0.0099108573301249 -0.668349052463412 0.00076927421612403 -0.0015058750899213 -0.00143795189147333 0.00192642008678477 -0.026405460311859 -0.0086593595892957 0.00244361371165366 0.0051272322111166 0.00112912256729151 0.00178744425864849 0.000654424660504762 0.000616354922126751 0.00291553957073666 0.00168259494875392 -0.00108724557912488 -0.00403431370792021 -0.00786000022318625 -0.00109778163535129 0.000723656835763744 0.00225401106076053 0.003922421086527 -0.0010573972625434 -0.00013262672504427 0.000871697465876081 0.00058546487554186 -0.00174719088832471 8.39365815963023e-07 -0.000715402244029951 0.000306698684780862
"A522" -0.0101556747096777 0.000519576232887791 0.000635799132615126 -0.0023623877169238 0.00253062955676212 0.00315529150181473 -0.00100118366101747 0.00303015167416016 -0.00670892274955547 -0.00427163554136265 -0.609635177463834 -0.000470013704902722 0.00319511726572073 -0.00275812617940448 0.00204188297400359 -0.0472450344857552 -0.00914910799411466 0.0081666480251566 0.0110240187233487 0.000125097198455247 -0.000556594659917515 0.00088999166652879 -0.000603229489984261 -0.00197536620765661 0.000530810154169478 -0.000519060361388728 0.00184833052162732 -0.00483109474090663 0.00337422933340411 -0.000328649178522391 0.000244428979291255 0.00119307086367612 -0.00331804872316439 1.17026608269578e-05 0.000786314274651037 0.00344750300848799 -0.00463126749432918 0.00100428148904272 0.000592499480684927 -0.00151876975581276
"A527" -0.0100719779936335 -0.000487228287929131 -0.000776862694747883 -0.00236290248179868 0.00501963805127599 0.00353999558735945 -0.000407405154651066 0.000939179647456069 -0.00412029640291971 -0.00244267786662071 -0.63365314541128 -0.000805402313654502 0.000196355188588951 -0.00175660852878568 0.00177455326563493 -0.0373855644499658 -0.0115553415632671 0.0118157604458148 0.0138035003289454 0.000567604310214108 0.000744781740126009 0.000716626266604574 0.000604059670696259 0.00128382702510084 0.00179726816444155 0.000195084956350343 -0.00561852447643656 -0.00550294332205467 -0.00419772052498247 -0.000397354982778384 0.00372002695194113 0.00596262381516156 -0.000978877263459799 -0.00430876284077851 -0.000913047821630337 -0.00558280968179628 0.000449491271296077 -0.00018458437353264 -0.00136772665513989 0.000761224071628576
"A532" -0.0108376140301478 -0.00134287573880029 0.000198940555739185 -0.00453742847117125 0.00264319110183348 0.00247497588023581 -0.000925604664324302 0.00065295124142537 -0.00229549659419283 -0.00467257751883241 -0.635575006953874 0.00157558788208868 0.0018000306080109 -0.00281456910174608 0.00197787772841975 -0.0376766903693201 -0.00186679909502343 0.011128732639511 0.00968865724646403 0.000179164410100122 4.98142996827808e-05 0.000383456766683045 0.00037723667481333 -0.000940760066147689 -0.00100534527039718 6.5135187270041e-05 -0.0074465000727326 -0.00434604061742881 -0.00215966863270664 0.00368552542100648 0.0061658472880948 0.00017680804996437 -0.00362417158088635 -0.000481832350124815 0.000609501460880038 -0.00272896301205747 -0.00253610948469258 -0.000428350606539065 2.92791437610082e-05 0.000270001818632914
"A542" -0.00806881802059098 -0.00495683915882214 0.000370647757620659 -0.00077881795088823 0.00452517681533463 0.00433724608090472 -0.00300835080039022 0.0031130411544184 0.00572200861181743 -0.0166569691040803 -0.624808921742647 0.00221238329429762 0.000932297541678284 -0.000700123451419566 0.00162571182479328 -0.038800782450195 -0.00917382422914648 0.00522337559397902 0.00264739113996828 0.000382373995179082 0.00113603010952966 0.000188684564996963 0.000742000380308351 -0.00129714559534476 -0.00111521004642749 0.000781639190760354 -0.00203189386257033 -0.0010997114158196 0.00402168410082459 0.00608191120410557 0.00100181833236488 -0.0012194210370735 -0.00293340265307636 0.000714803306579511 2.52632244622405e-05 0.00523133750762597 -0.00311951007178875 0.00184042314066897 -0.00125253687414837 -9.85855783278113e-05
"A544" -0.00632713503249544 0.00211744135198145 0.00180475597453418 -0.00328741668149293 0.00408155598260289 0.0042869310560137 -0.00182030837702054 0.000998732501102706 0.0103813539584712 -0.00992680131683754 -0.614887860320514 0.00134975652543428 0.00122130122295086 -0.0032147253631322 0.00127131582507372 -0.0363258214439861 -0.0125741981277666 0.0105150364322267 0.00744878079102906 0.00147935926345193 0.00094207663697658 0.000514938156492167 -0.000177768802851789 -0.0010918480077419 -0.00129713785243749 -0.000780490506607193 -0.00491164576611308 -0.00536269650477506 0.00161786277624692 0.00146803703823634 0.00418691296844538 0.000445451864088515 -0.00315380667665209 0.00147985390256539 0.000415864581771097 0.0078179855087793 -0.00232470878455671 -5.40516476773605e-05 -0.000996698100163732 0.000512931264714527
"A554" -0.00991324430463751 0.00020394665581856 0.000591183191645628 -0.00470155644025954 0.00287388533527008 0.00214345062767869 0.00110880509127515 0.000270392776511107 -0.0036278003761021 -0.00233362604283302 -0.628933041844876 -0.000220520204226888 0.00196102234229367 -0.00232885967419762 0.00183205348838257 -0.0438584077026865 -0.00878516653128667 0.0125815472433596 0.00894964277601895 0.000811884127086855 -0.000744016569170631 0.000611385972838977 0.000657752882640301 0.000318927540017484 -0.000438436998899731 0.00023618328275624 -0.000614550493851894 -0.00689376164910452 -0.00472954951310535 0.0021121152863975 0.00433145743052955 0.00289005204154604 -0.00211343286819199 -0.00266762007701859 -0.000461231968468698 0.00212586162308138 -0.00124865953156195 -0.000299740828041842 -0.00127012938870659 0.0021801720061959
"A555" -0.00708422201517614 -0.00374928226974189 -0.00159841126473961 -0.00415229078102255 0.00255942085343659 0.00374299795674688 -0.00148488503408701 0.000765090799347844 0.00881883766810261 -0.0153381360473758 -0.560091040830624 0.00513996105315484 0.00172396369593798 -0.00343546912043199 0.000941042635257576 -0.0464271032034405 -0.0102258051847658 0.00192957023136641 0.000500601560393982 0.00196273169977644 0.00209921693902748 0.00144722743915081 0.000319283543231447 -0.000489920391076373 -0.001254115107645 0.000276200447510278 -0.00416493961222979 -0.00472938157469685 0.00242203048651422 0.00386079888207912 0.00254801792706842 0.000779855878556487 -0.00379708130253139 0.000585856682687269 0.000425137416125642 0.0037927219491424 -0.00268969097226494 0.000412305288469438 -0.00179473739899281 0.000762898064180482
"A556" -0.0235736359229249 -0.00487238733582852 0.00263373250530693 -0.00841180368127619 -0.00045400027927732 0.00275795064667914 -0.00179629151098468 0.00156663040015471 0.000120462001959039 -0.0112403598026455 -0.617575926721781 0.00236185347247721 -0.000530630621303856 0.000237853526009715 0.000683861246970669 -0.0616035756395879 -0.00833817141759286 0.00460949630427266 8.20946973785529e-05 0.00182903460973491 0.00242961463722805 0.000458634948923204 0.000383332941255755 -0.0021994813245737 -0.00341777271965025 -0.000489870383996737 -0.00495350128239617 -0.00398165722384559 0.00663974722189538 0.00361881155166998 -0.000829314823590362 -0.00208661223595618 -0.00221126262700147 0.00148048293142274 0.000427857512795807 0.0159225642710733 -0.00228012712765369 -0.000397184618631038 0.000333750888238461 -0.0019096412995065
"A560" -0.0128954393652782 -0.00363772272006682 -0.00342672072608172 -0.00230480466398211 0.0063170171663574 0.00263098473457002 -0.00202564858967567 0.00148338032097689 0.0146824327660799 -0.0151105531866564 -0.673011477897862 -0.000525665194547218 0.00121258833026331 -0.00332541086543902 0.00228146638561175 -0.0388407787262033 -0.012211225697457 -0.00594450171749628 0.00642803487531496 0.00151024010247877 0.000322454883322134 0.00137402483629865 0.00044101490193314 -0.000708905440292697 -0.00102592474246241 -0.00169483105459262 -0.00367557760643229 -9.70031384420232e-05 0.00126576340762651 0.00126195674438524 0.00233981469358752 0.0031873966109899 -0.00119515623979959 -0.00176207939530765 0.00106982965822963 0.0104332244850046 -0.000257206249488512 0.000653467547100564 0.000487181874274232 -0.000767040142216008
"A562" 0.000726066980069006 0.000176091700352416 -0.000934153670522146 -0.00280614528460663 0.000198859764424611 0.000775356562890688 -0.0013009655958591 0.000971932275868898 0.0192619076270013 -0.00787858332942805 -0.664731642939489 0.000535935417839913 0.000980435169648425 -0.00302483989426371 0.00139003090141455 -0.0172823472803061 -0.00795634173362355 -0.00305094891313564 0.00558112514979633 0.0023334586935412 0.00094107569650655 0.00131219576497623 0.00128142375182726 0.00119816908108983 0.000506244918790599 0.000465702061936149 -0.000384744793030512 -0.00413239656302051 -0.00112997962671831 -0.00117117350686437 0.0029404402276902 0.00121284700307631 3.86256060165117e-05 -0.000899576986279572 8.47127244007208e-05 -0.00328784986109719 0.00145133917732954 0.000303082540725884 -0.00102296875313553 0.000288458711069763
"A563" -0.00869938603680615 0.0019009703444236 0.00225726488331873 -0.00323380939759783 0.00368441535716598 0.00240870882428402 -0.00204032324285573 0.000670289958645715 0.0171265559927069 -0.0163175278680069 -0.656586856731867 -0.00130619585585635 0.00086938618921304 -0.00183558933696987 0.00218949400622227 -0.0424401452714925 -0.0105017276695689 0.00884240375875066 0.00155799985598016 -8.38765014870539e-06 0.000686998250779449 0.000384147726663406 -0.000345853386609222 0.000102413079326756 -0.00155290195005409 -0.000420409996297472 -0.00344302224195708 -0.00270717703208192 0.000460142684283308 0.0057373841994373 0.00250074151370322 -0.00182523654302977 -0.00290048492167036 0.000968082701288716 0.000582179168170933 0.0138074770816602 -0.000403342560164077 -0.00115393352140037 -0.000290675670762302 -0.000597386661763225
"A564" 0.000808399307892185 -0.00216743747814124 -0.00337973977440352 -0.0082705583467376 0.00245050639806484 0.00400029379373756 -0.00105619267036502 0.000111194055131285 0.0191890664235855 -0.00649278221556223 -0.651794112891546 0.00278921668554358 -0.000370484332196087 -0.00161473798492676 0.000762726382761086 -0.029068742544592 -0.0115292944452039 0.000241171785428099 0.00431181905692046 0.000493907010014972 0.000946884127251576 0.000238408754344117 2.42059509477091e-05 0.00151296199010594 0.0018845327579009 0.000604632316505196 -0.00512521653617739 -0.00544038948222442 -0.00080059591917198 -0.00143954680603372 6.29105694644475e-05 0.00301113857753956 -0.000730715607045147 -0.00106719075012999 0.00140373833969589 -0.00293107725108282 3.62218374614203e-05 0.000577180951763797 -0.000761328640052898 0.000396634377340715
"A565" -0.00370179668440845 -0.00373926080425399 -0.00199929561799504 -0.00669177202500627 0.000540768998218193 0.0018486568039386 -0.00118941213978176 6.06950341028533e-05 0.0268047581241579 -0.0119094959362121 -0.650432302299899 0.00161175132109304 0.000618190439881688 -0.00240456427480399 0.000705452182262119 -0.0246009214311502 -0.0114012505904087 0.00299091487719428 -7.18806833287849e-05 0.000825027004326259 0.00143519193593598 0.000814962468388635 0.000379734991446467 0.00226613601636547 0.00200538605000897 -0.000460742816553576 -0.00118322642980663 -0.00449983488710164 -0.00498457897177623 -0.00106620598674948 0.00271280802702568 0.000644024579588437 0.000893344012897854 -0.00144580802768194 0.000800439180682347 -0.00948322990394655 0.00137380483655829 -0.000842363422411659 -0.000578526551708578 -0.000379840861092839
"A568" 0.00792486064914943 0.000118039138023652 -0.00206514498447515 -0.00281708837229948 0.00122192539807434 0.00255356209107551 -0.000660633990314717 0.000872041885568672 0.0106217542245058 -0.00486934018942625 -0.653618348455285 0.00227777958494541 0.00128430234227068 -0.00217501704693112 0.00159840988528956 -0.0131035174937597 -0.00533366008047911 -0.00224151305186124 0.00269208910022029 -2.87856332648458e-05 0.00228125100987118 0.00174011532931267 -0.000265775038611213 0.00285623004786389 0.00179223928315024 -4.56841929037538e-05 -0.00141239783957034 -0.00919617997095292 -0.00208967022679764 0.000128063878810386 0.00182464187278071 0.00267190317521284 -0.000452038698086408 -0.000823343964514197 0.000880090502126722 -0.00436133725764652 0.000634788073766685 -0.000431577973438139 -0.0015700723810003 0.000414371307138326
"A569" 0.00267404071059133 6.24774761935586e-05 -0.00127678215742642 -0.00593368052228758 0.00317298196365652 0.00449022699256565 -0.00117216268917779 0.000717754070746451 0.0253288560463178 -0.0109705133998717 -0.619332779332956 0.000162077182462606 0.000840095253238295 -0.00262126400194113 0.00100045360499985 -0.0250049606798064 -0.0117181131593642 -0.000211027652742416 0.000182866870450596 0.000318590188854213 0.000699862137093981 0.000416421275138751 -2.5253731259769e-05 0.00203293417898963 0.0015441994767395 -0.000113267484294267 -0.00192870941858355 -0.00634270153270669 -0.0022953709469697 0.000688293203445769 -7.49418480797299e-05 0.0021692675354481 0.00125091293601037 0.000464600430877675 0.000239771354317775 0.000390987229778376 0.00126195709060135 -0.00110574425583291 -0.000260147678158227 0.000875038314495345
"A570" -0.0167956680356059 -0.00321927756766656 0.00295069470963821 -0.00545514062326065 -0.000404919294506042 0.00310872561348398 -0.00398985450304857 0.00213717288276917 0.0132130569079887 -0.0151081921495139 -0.623527598627524 0.00136205175551985 -0.000391603793538825 -0.00198439011924522 9.42470091778118e-05 -0.0563708090224572 -0.00736817981515501 0.00613506859992084 0.00285991399559895 0.00316793837990874 0.00171873568523926 1.64984429268026e-05 -0.000457925324571953 -0.00025645914637203 -0.000789321694052647 -0.000224077159545614 -0.00513257631801807 -0.00350186948655541 0.00415217371960091 0.00315680585806514 -0.00243395912924258 0.00151459650543221 -0.00137595136983604 0.00150606820504202 -3.89891154751998e-05 0.0165174293695154 -0.00442522359544685 0.00191826944889218 -0.000621636250319079 -0.000482017592454093
"A572" -0.00939192046135635 -0.00194132450526977 0.0025876885737459 -0.00500269937582571 0.000432810980674451 0.0043794480397039 -0.00343277519001162 0.000881117411806363 0.018252695116638 -0.0173135821673047 -0.597229610966864 0.00441115290005495 -0.00109460940818729 -0.00252744256536304 0.00057335870033795 -0.0429172605805336 -0.00784101721155293 0.00448893425957661 0.0021317306992695 0.00258387211947508 0.00169939776217582 0.000317591670080928 -0.000207628856312063 0.00198392631597767 -0.000508043424372918 -0.000169846752390522 -0.00688016838656728 -0.00505890043158177 0.00162161344740672 0.00397632885590595 -0.000195594119416515 0.00129880882718124 -0.00135078784784487 0.00160925387286345 0.00179987647477115 0.0121021465003054 -0.00411770757658955 0.000606076800438569 9.32551030881129e-06 -0.000209544898274058
"A573" -0.00512541148042355 0.000994851838826751 0.0021899669430168 -0.00662821445280639 0.00381576021439571 0.00288047862244534 -0.00173988896969813 0.000712960800912219 0.00566511255170468 -0.011413137747735 -0.639331326178603 -0.000992796918939794 1.21137808357437e-05 -0.00120470075497144 0.0013618752983468 -0.0379684466171774 -0.013138901038215 0.00503401369424206 0.00499802957581081 0.000754129003323452 -0.000338414179087914 -0.00076418409170362 0.000108114976996625 -0.00132919216542417 -0.00258289280404059 -0.00145076223347852 -0.00374185319399571 -0.00165053212652142 -0.000597918315052017 0.00295775059975093 0.00172814867867302 0.00116345524393627 -0.000578764188347046 0.00025269009904448 -0.00020964008807586 0.00942807457875259 -0.00379611294552094 -0.000146782508221722 -0.000149046417144287 0.0010410364608589
"A574" -0.00281718689462646 -0.00279956870808161 -0.00201283280350668 0.000780474088567903 -0.00351370570331853 -0.00083088467521484 -0.00211005083337417 0.000116419850517692 0.0124285895625641 0.00646120905359255 -0.654715448533003 -0.000962369936412532 0.00124022746455892 -0.00250337717736562 0.0012541141476359 -0.0590546100326395 -0.0144049978110806 0.0121782701661231 0.00539475463407839 -0.00210402945946616 -0.000677311786231185 0.000718815639469454 0.000575524381603287 -0.000633152289197966 0.00268812900434225 0.00036059387193151 -0.000363874597212129 -0.00851534007164146 0.00231352836776909 0.00154067780072367 0.00162833874147982 0.00422472465196208 -0.00549473118153739 -0.00444825355021077 -0.000218735053156101 0.0095566199944121 0.00258626147589285 -0.00155405252193965 -0.00222848798424747 0.00220265338656254
"A575" -0.0169649888960896 -0.00847964069105282 -0.00415720190199687 -0.00242486868257064 0.00342061245753731 0.00196314994271937 -0.000140953336657611 0.000329388919032759 0.0187504742771326 -0.0123400996127895 -0.666817319260929 0.000874045230401456 6.86982262142121e-05 -0.00320151902149229 0.00312130192870326 -0.0250164381747769 -0.00738017714880372 -0.00432667943756367 0.00146920863971787 0.00265250386712709 0.000680471493259614 0.000855758145921674 0.001845172232342 -0.00249750183276149 -0.00268437315404695 -0.00135742337156649 -0.00296228287978465 -0.00797105415427237 0.00255377072349827 0.00319143552530984 0.00341726319667929 0.00150602110165858 -0.00169928643139365 -0.000644372585399473 0.00162377381563802 0.00310035053457715 -9.56784715580702e-05 -0.00213968044275148 0.000808533116731341 0.000214004367339507
"A577" -0.00504406792496778 -0.00252524339981608 -0.00233108232991259 -0.00414591352731578 -2.09377403971845e-05 -0.000320340707709437 -0.00320274182618343 0.00129249373077164 0.000616290386371418 -0.00974020532988072 -0.609759337211426 0.00100954910133576 0.00234710560798328 -0.00348190506172093 0.00229877293522627 -0.0390015233905033 -0.00961360090526172 0.000638828647897227 0.00896693214910478 0.000228655905306792 -0.00109660483847397 -0.000104069018804923 -0.000986505954934962 -0.00486798796588754 -0.00225306603346065 0.000258416975594547 0.00311623162933234 0.00174092484179103 0.00588077465148649 -0.00153686200927307 0.00262224629680878 0.000597236383508466 -0.00472049338174624 -0.000755951867172646 0.000343331289026637 -0.0016327652102555 -0.00445344235069312 0.000609156930181422 -0.000281733237826485 -0.000574943411984892
"A58" -0.00830224877608097 -0.00289163285910364 -0.00214253499688827 -0.00250058379392278 0.00391765590432194 0.0037498034737954 -0.00191590020650035 0.00165008875379755 0.0110544018403928 -0.008398429314891 -0.665291867480775 0.000873653592256951 0.00240091221916544 -0.00265248377575485 0.00142199524154654 -0.0322824099701997 -0.00724134137372001 0.000735014315101565 0.00582884503157258 0.00189211837867338 0.00119677606228871 0.000422038399193744 0.00118501647121441 0.000360745209885698 -0.000273432987184467 -0.00104445158337636 -0.0033735969853609 -0.00776770068380315 0.00282087715823464 0.00287254607987509 0.00280599487326048 0.00112126276457175 -0.00258066954919755 0.000158977991374814 0.00149445672906339 -5.07135639859038e-05 -7.47371701276256e-06 -0.000545295600584898 -0.000820086380581186 0.000299431212306023
"A581" 0.00630981417302936 0.00723751719953846 0.00402656703677718 -0.0129156269037187 0.00437965314693126 0.00701150978762356 3.41205556672231e-05 9.82408811739453e-05 0.0046743806061897 -0.0050626843540075 -0.569285135088561 0.00338290634972697 -0.00155555782687619 -0.000685640151826604 -4.96566601224243e-05 -0.0456828030695723 -0.00591386433108437 -0.00429000392813849 0.0104200755434189 0.0033544765154759 0.00179711200044771 0.000780208642231203 -0.000105500734042331 -0.00477992025543691 -0.00370059545407172 -0.000656272014181364 -0.0127109673300607 -0.000245590173976433 -0.000711741649602411 0.00296300780840337 -0.00198058418941161 0.0029347124050897 -0.00253810591989133 0.00212780143181553 -0.00050167059117936 -0.00300464766778272 -0.000293071033908768 -0.00117827062424908 0.000555154540369979 -0.00133751040810193
"A583" -0.0102728043594096 -0.00114997361249853 0.00184622099493502 -0.00645203684081205 0.0016564715117903 0.0029179606267268 -0.000398542516719189 0.000735689582883287 0.0180137528151561 -0.0128700004355062 -0.673663752746834 -0.00192880351914487 0.00170110032953163 -0.00345588481797461 0.00112233013960615 -0.0309146168473711 -0.0104794666983248 -0.00165519844856943 0.00595985250374888 0.00293157658247037 0.00235022732535316 0.00106680231463387 -0.00153519501332881 0.00153620965379689 0.0010421906914753 0.000581232850953882 0.000936615079410724 -0.0014662897570028 -0.00251227443064368 -0.00142146102627199 0.00123833637805258 0.00356898065800645 -5.28684016533226e-06 -0.00209086914268169 -0.000774098298540244 -0.000600840776970652 -0.00125865604991157 0.000223914606441538 -0.00240395248400617 0.00149567324393982
