"circ" "OCD.OH" "round" "ellip" "length" "pop" "ID"
"54" 14.4402218500352 0.402782457091021 0.549840645193772 0.258426206512274 47 "A.inodorus" "A392"
"55" 14.5851625430162 0.543840750690665 0.524373994662176 0.315505794552244 60 "A.inodorus" "A401"
"56" 14.3022532270356 0.525601954367643 0.5505888645937 0.265024968010954 58 "A.inodorus" "A405"
"57" 14.7823488813767 0.495673767367643 0.510738948204458 0.308558303829712 58 "A.inodorus" "A407"
"58" 14.3053363807648 0.463233115075554 0.575454936053899 0.253038931341485 50 "A.inodorus" "A416"
"59" 14.1597992599777 0.366892096760266 0.566902276043222 0.304581450302175 46.5 "A.coronus" "A420"
"60" 15.0020950470407 0.460018223060088 0.514256035679483 0.298645896786989 53 "A.inodorus" "A422"
"61" 14.706940120647 0.486940754783466 0.517637260389748 0.299473525195815 42 "A.inodorus" "A432"
"62" 14.7400921259585 0.525072666366452 0.51201378489077 0.310627547194173 45.3 "A.inodorus" "A477"
"63" 13.3805857952413 0.318674988177279 0.613765746909022 0.258151043909831 43.2 "A.coronus" "A485"
"64" 14.1147546261028 0.463955779437243 0.555584356577578 0.269376590780646 44.5 "A.inodorus" "A510"
"65" 13.6434692285993 0.334521962469368 0.593296283172012 0.281712330893258 51.2 "A.coronus" "A511"
"66" 13.6711906509928 0.334832555847714 0.604825628397584 0.254336987419301 55.4 "A.coronus" "A515"
"67" 14.854504198735 0.412295850421777 0.535346167341245 0.272809975530114 47.5 "A.inodorus" "A522"
"68" 14.2050775785617 0.434423390959554 0.544110242441071 0.277375944257323 72.5 "A.inodorus" "A527"
"69" 14.4790907672149 0.465725948760266 0.548920496267622 0.273341227929721 46.5 "A.inodorus" "A532"
"70" 14.7592676181465 0.507755099469368 0.542052252845902 0.278566191635504 51.2 "A.inodorus" "A542"
"71" 14.6188353775521 0.478340828523501 0.524162832147204 0.289319092587312 40.7 "Hybrid" "A544"
"72" 14.5817510864449 0.40150818740631 0.548959929655712 0.272346549033864 50.5 "A.inodorus" "A554"
"73" 15.7181109414956 0.482203275729332 0.465346396745406 0.334737844059587 52.5 "A.inodorus" "A555"
"74" 15.0177794568167 0.428927851414043 0.537896026446918 0.256439234160047 49 "A.inodorus" "A556"
"75" 13.7949957200877 0.337426173713865 0.592930993888155 0.255479037401398 55.5 "A.coronus" "A560"
"76" 13.6424466345871 0.311987841437243 0.608076907614946 0.273783533501191 44.5 "A.inodorus" "A562"
"77" 14.0250867855077 0.462055151129688 0.582673069681654 0.257473467233961 39.5 "A.inodorus" "A563"
"78" 13.4301774368188 0.409990500274843 0.563639447162287 0.297088753555238 76 "A.coronus" "A564"
"79" 14.0042239039419 0.348591635398577 0.583158655838899 0.278189426381387 52 "A.coronus" "A565"
"80" 13.6823082127142 0.315597147437243 0.586529037011085 0.28900003450938 44.5 "A.coronus" "A568"
"81" 13.9260477704022 0.375526139375376 0.547409781540281 0.312557848037974 56.5 "A.coronus" "A569"
"82" 14.9566094195293 0.435928772752532 0.537525266244158 0.263029723735487 48 "A.inodorus" "A570"
"83" 15.0835179899156 0.464770616098754 0.510699111884153 0.30869763730547 45.5 "A.inodorus" "A572"
"84" 14.0143522059366 0.544120611798932 0.557530195654959 0.286408342846563 39 "A.inodorus" "A573"
"85" 14.5718163590462 0.403144899044621 0.566139426357005 0.236475032432066 56 "A.inodorus" "A574"
"86" 13.9331450418496 0.332908317044621 0.592263011275308 0.266546160870313 56 "A.coronus" "A575"
"87" 14.6638328113751 0.524928919075554 0.527639835209298 0.317829019545737 50 "A.inodorus" "A577"
"88" 13.6401046396869 0.334146468029154 0.597608085291869 0.271285599062605 59 "A.coronus" "A58"
"89" 15.8690992197768 0.462134147098754 0.499315013937927 0.318601219144061 45.5 "A.inodorus" "A581"
"90" 13.7920517536501 0.263341899075554 0.605280115789451 0.253733533575182 50 "A.coronus" "A583"
"91" 14.5485420886471 0.422821317052354 0.553956049344601 0.262628680921515 54.5 "A.inodorus" "A586"
"92" 14.4001824011254 0.487777548744799 0.541405116939234 0.289426267108489 49.5 "Hybrid" "A588"
"93" 13.6576435365765 0.347055869713865 0.593402868336478 0.281068669933127 55.5 "A.coronus" "A59"
"94" 14.5452222871097 0.40037035645271 0.563101720372152 0.238717216812585 41.5 "A.inodorus" "A590"
"95" 14.4661154793491 0.470528992767999 0.570601186035171 0.246287211966171 45 "A.inodorus" "A595"
"96" 14.6883592675114 0.487618679721599 0.548905588447664 0.281912158413184 54 "A.inodorus" "A60"
"97" 15.1752636383231 0.44671512845271 0.496176649736291 0.335259392713638 41.5 "A.inodorus" "A601"
"98" 14.0715730873139 0.421699670775732 0.584721197677595 0.225691622198652 43.5 "A.inodorus" "A604"
"99" 15.5925624144382 0.480981411421777 0.512755583623781 0.267017261081358 47.5 "A.inodorus" "A605"
"100" 14.6731687198525 0.564893531328976 0.557927580533981 0.247582237506178 65.5 "A.inodorus" "A608"
"101" 14.5728950150893 0.452972672091021 0.5523065132889 0.252083430554762 47 "A.inodorus" "A61"
"102" 14.9775187699156 0.530999763098754 0.539002903227112 0.274880473628862 45.5 "A.inodorus" "A611"
"103" 14.5203724353486 0.517125630437243 0.538257665108228 0.273978101351477 44.5 "Hybrid" "A613"
"104" 14.6046852736514 0.455376403137421 0.558467915279647 0.284509518341278 38 "A.inodorus" "A615"
"105" 15.2713055833871 0.577982718114221 0.506528598815391 0.308776893738895 42.5 "A.inodorus" "A62"
"106" 14.2511822368374 0.411108103106488 0.552035239604721 0.267981479306874 44 "A.inodorus" "A624"
"107" 13.6574350087638 0.362217645106488 0.592200295952373 0.283837566093005 44 "A.coronus" "A63"
"108" 14.5559884123522 0.499989912121955 0.518557761351743 0.3018627006082 41 "A.inodorus" "A632"
"109" 13.693871226019 0.307245533690665 0.590335558850791 0.269066986255447 60 "A.coronus" "A634"
"110" 13.5353329774865 0.338078990721599 0.600727211536575 0.274009897978036 54 "A.coronus" "A638"
"111" 14.1071731800174 0.396992544044621 0.535826613818834 0.316195519270375 56 "A.coronus" "A639"
"112" 13.3750309262311 0.357315416013687 0.611971292936381 0.243296901697674 62 "A.coronus" "A64"
"113" 15.0630137557791 0.488741269744799 0.512046830405124 0.298826166406675 49.5 "A.inodorus" "A640"
"114" 14.685444954873 0.449059622437243 0.547094819696065 0.265269226507987 44.5 "A.inodorus" "A641"
"115" 14.6118705474782 0.500618765737065 0.530909357524501 0.294681003147392 51 "A.inodorus" "A642"
"116" 14.5088343668571 0.430807432091021 0.55908445395172 0.246865977465187 47 "A.inodorus" "A643"
"117" 14.6844191151379 0.477385721744799 0.539492474415976 0.269907395340595 49.5 "A.inodorus" "A66"
"118" 13.6925758951352 0.353461156682932 0.592742337483164 0.283323987206567 61.5 "A.inodorus" "A67"
"119" 14.9297898674502 0.478696528744799 0.532608720551862 0.292068922141789 49.5 "A.inodorus" "A68"
"120" 15.1402064742894 0.457308871044621 0.506548638025194 0.307330626326575 56 "A.inodorus" "A70"
"121" 13.4100728262772 0.385984305659732 0.574812781666164 0.278054988804419 66 "A.coronus" "A71"
"122" 14.2712119315503 0.456624902098754 0.547087018259275 0.281582127610458 45.5 "A.inodorus" "A85"
"123" 14.6037488622484 0.523266471075554 0.5537596579835 0.28341331159265 50 "A.inodorus" "K1"
"124" 15.3858219335349 0.447117119737065 0.521693447301769 0.279047774719612 51 "A.inodorus" "K101"
"125" 14.7655528075557 0.442033684729332 0.549905205101519 0.268994455654574 52.5 "A.inodorus" "K102"
"126" 15.1286531265441 0.590682972635341 0.506733895970184 0.311923520013162 57.8 "A.inodorus" "K104"
"127" 14.8887734581635 0.477639448737065 0.542999159896157 0.295859169152675 51 "A.inodorus" "K105"
"128" 14.5990000045447 0.497360272218327 0.530207843434774 0.286083119476314 61.1 "A.inodorus" "K106"
"129" 15.187919872958 0.530138505737065 0.524128120860715 0.296994844387999 51 "A.inodorus" "K107"
"130" 14.8122711279357 0.53113140704343 0.533252418011411 0.292912664961921 43.3 "A.inodorus" "K108"
"131" 14.1536096111451 0.418853752075554 0.554112461393007 0.311063026327579 50 "A.coronus" "K109"
"132" 13.7087377475344 0.373557960030345 0.578729067624109 0.294717781929536 71.7 "A.coronus" "K110"
"133" 15.462149696848 0.505544786966096 0.510461912358181 0.300282610987286 58.3 "A.inodorus" "K111"
"134" 15.3331475276113 0.452090692177279 0.530125732974478 0.279035308465436 43.2 "A.inodorus" "K112"
"135" 14.2890523018802 0.48127088138311 0.55742090675836 0.268303177490161 55 "A.inodorus" "K116"
"136" 14.410112813256 0.433898328367643 0.548790994879247 0.286324746827812 58 "A.inodorus" "K117"
"137" 14.8280996732635 0.482509002706132 0.527359237617116 0.285616979402692 57 "A.inodorus" "K118"
"138" 14.3997421995755 0.46772797779239 0.553824046917955 0.28246472583331 53.2 "A.inodorus" "K119"
"139" 14.665534813388 0.54041254731351 0.519657223984215 0.310646596791673 68.5 "A.inodorus" "K12"
"140" 14.5228823410234 0.575786425013687 0.497365733486579 0.321456895252385 62 "A.inodorus" "K13"
"141" 14.5078297761807 0.499903580775732 0.533881606503726 0.308603989388767 43.5 "A.inodorus" "K14"
"142" 13.7485094483064 0.395287548982754 0.541610381996868 0.315513888972942 68 "A.coronus" "K16"
"143" 14.4386394802478 0.473167837737065 0.544876613904468 0.289588661059105 51 "A.inodorus" "K17"
"144" 14.7520870968552 0.513862116414043 0.515371526643941 0.319662742113146 49 "A.inodorus" "K18"
"145" 15.3674026630942 0.519205815698399 0.484725414919991 0.347457833483217 58.5 "A.inodorus" "K19"
"146" 15.2322675893814 0.50942586342951 0.519300516226639 0.289183161776216 46 "A.inodorus" "K2"
"147" 14.8455554737284 0.562412150421777 0.508064549779258 0.331528892424987 47.5 "A.inodorus" "K20"
"148" 13.925378415818 0.381207525967287 0.565832126800629 0.302596021274889 71 "A.coronus" "K21"
"149" 15.0256550040484 0.513815510990487 0.519995982565085 0.279950219152428 66.5 "A.inodorus" "K22"
"150" 14.4359140114115 0.45898338438311 0.565696886292765 0.272320978534205 55 "A.inodorus" "K23"
"151" 14.3658846756514 0.495440102704941 0.560867459912741 0.291108024734015 44.3 "A.inodorus" "K24"
"152" 14.270511317594 0.46957936365735 0.560806399541538 0.277107114068303 40.6 "A.inodorus" "K25"
"153" 14.9743988997728 0.53728074999703 0.513367134675358 0.313087394870444 52.3 "A.inodorus" "K26"
"154" 14.8231281690588 0.529457296397386 0.538883173992486 0.285084978896048 39.3 "A.inodorus" "K27"
"155" 14.0403753902934 0.477197498791199 0.562473097077835 0.286480216077247 40.5 "A.inodorus" "K28"
"156" 14.5017766074966 0.504818925326595 0.553272209817361 0.271006657518802 40.1 "A.inodorus" "K29"
"157" 14.7808959130623 0.507628494783466 0.527247813445982 0.295614086995677 42 "A.inodorus" "K3"
"158" 15.0373959345139 0.54211221097502 0.494167918076947 0.322344763593735 69.5 "A.inodorus" "K31"
"159" 15.5391495701267 0.582034757290309 0.486741794488407 0.326602893526066 73 "A.inodorus" "K32"
"160" 15.1955712695322 0.475833932344443 0.520311102108185 0.291871889553449 62.5 "A.inodorus" "K33"
"161" 14.8248477448241 0.57844173695182 0.535929309792085 0.278003046941751 74 "A.inodorus" "K35"
"162" 14.8498556026376 0.511648728613332 0.522249485287137 0.271380157688998 75 "A.inodorus" "K36"
"163" 14.9807595721364 0.473342131982754 0.497147429101572 0.314197625422265 68 "A.inodorus" "K37"
"164" 15.26460073212 0.494516189029154 0.521227676386004 0.291941265607891 59 "A.inodorus" "K38"
"165" 14.2900496144593 0.454554548737065 0.562177735418639 0.271690404092328 51 "A.inodorus" "K39"
"166" 15.4217368612042 0.503780249060088 0.494895324603456 0.303889460113719 53 "A.inodorus" "K40"
"167" 15.0718505194868 0.543487230437243 0.504872379790123 0.314404326911707 44.5 "A.inodorus" "K42"
"168" 14.4316857944725 0.524842260021421 0.533372258426198 0.281969546382328 60.5 "A.inodorus" "K43"
"169" 14.1610653583825 0.480302908775732 0.558652922346491 0.286943608528572 43.5 "A.inodorus" "K44"
"170" 14.4626141679794 0.511760801075554 0.56583070931941 0.2803284575669 50 "A.inodorus" "K45"
"171" 14.8954870351094 0.498708195075554 0.521956725645311 0.312991002127631 50 "A.inodorus" "K46"
"172" 14.8410786910921 0.547311050091021 0.520207704879828 0.309649557159894 47 "A.inodorus" "K47"
"173" 14.6156120144027 0.505249511460444 0.524112456717808 0.30531183772399 40 "A.inodorus" "K48"
"174" 14.9508247325575 0.552097183390843 0.52030544752482 0.304377776846171 53.5 "A.inodorus" "K49"
"175" 14.7387025492463 0.498969651783466 0.545045203979467 0.302010081622971 42 "A.inodorus" "K5"
"176" 15.2269444147238 0.526157314721599 0.520276768365485 0.302906729899888 54 "A.inodorus" "K50"
"177" 15.0458389654463 0.540915526098754 0.525127583510297 0.296872191451226 45.5 "A.inodorus" "K51"
"178" 14.1030163981473 0.517017070114221 0.594862051505113 0.246730931422928 42.5 "A.inodorus" "K52"
"179" 15.0808938083057 0.497718266414043 0.518519368913985 0.292260215074238 49 "A.inodorus" "K53"
"180" 14.5595838100052 0.501590756390843 0.532234710306121 0.287928150083621 53.5 "A.inodorus" "K54"
"181" 15.054765330726 0.490127291737065 0.528037589044923 0.291328741989115 51 "A.inodorus" "K55"
"182" 14.359230720074 0.513494966318861 0.554257833426079 0.276311145104716 41.6 "A.inodorus" "K56"
"183" 15.1081678729693 0.520056195209403 0.500976869480696 0.323631771574402 49.9 "A.inodorus" "K57"
"184" 14.2386081185747 0.347735934469368 0.572269584719449 0.293306611528767 51.2 "Hybrid" "K59"
"185" 14.5310812307616 0.503760699767999 0.538499387202234 0.285504753254579 45 "A.inodorus" "K6"
"186" 14.9470785386557 0.484307674964906 0.526749478938145 0.30404675835254 45.6 "A.inodorus" "K60"
"187" 15.4860183917414 0.539185202800123 0.494184403590179 0.322650525936068 51.7 "Hybrid" "K61"
"188" 13.8621871170972 0.342350404721599 0.584701300117335 0.28627581183215 54 "A.coronus" "K62"
"189" 15.0252209631043 0.537076426863181 0.539518919203806 0.282525265836316 52.4 "A.inodorus" "K63"
"190" 14.0388011464409 0.325127279791199 0.597704232051427 0.255714628021077 40.5 "A.inodorus" "K64"
"191" 15.6956800752437 0.490518371115412 0.513910102632223 0.305533166348224 55.2 "A.inodorus" "K66"
"192" 14.4159382534046 0.470671001060088 0.525882600005075 0.311766024887585 53 "A.inodorus" "K68"
"193" 14.2840851417581 0.434708607060088 0.540247888393332 0.295968513833881 53 "A.inodorus" "K69"
"194" 13.9775637558217 0.364137723083288 0.568627876147533 0.29608929869976 48.5 "A.coronus" "K7"
"195" 14.3516894598009 0.492855018398576 0.54962303325967 0.284530575188367 52 "A.inodorus" "K70"
"196" 14.0022109198495 0.481275724091021 0.586331046445828 0.265027240172187 47 "A.inodorus" "K71"
"197" 14.5744130365136 0.494644786091021 0.536854169741832 0.278980747132993 47 "A.inodorus" "K72"
"198" 14.3994427147132 0.484538867729332 0.540616342241894 0.272903312761704 52.5 "A.inodorus" "K73"
"199" 14.4326866951753 0.407935840083288 0.57159844228869 0.254762339139966 48.5 "A.inodorus" "K74"
"200" 14.4383075585728 0.444533535013687 0.538860482213057 0.272594437871456 62 "A.inodorus" "K75"
"201" 15.0597198384244 0.575934842775732 0.500388722804316 0.322532638376497 43.5 "A.inodorus" "K76"
"202" 14.6827053199348 0.518271508775732 0.510235829460934 0.328080602018584 43.5 "A.inodorus" "K77"
"203" 14.6473851761004 0.447042842106488 0.557361563975574 0.287868674295537 44 "A.inodorus" "K8"
"204" 14.4885828051298 0.391734767737065 0.539655967815594 0.303345639471771 51 "A.coronus" "K80"
"205" 15.0457553829217 0.501994675982754 0.549600292672608 0.265553442345305 68 "Hybrid" "K81"
"206" 15.5249181160624 0.459131515690665 0.51314237762625 0.272202521703744 60 "A.inodorus" "K82"
"207" 14.8715688791208 0.56319912927127 0.508326718516623 0.315555774524346 37.9 "A.inodorus" "K83"
"208" 15.3671331317055 0.474736597107679 0.541241345937255 0.269575295614639 56.7 "A.inodorus" "K84"
"209" 14.3341984692969 0.43410802538311 0.547194742180945 0.287290999776646 55 "A.inodorus" "K88"
"210" 13.4031130545721 0.343069790524692 0.623279461360234 0.267087459838749 53.4 "A.coronus" "K89"
"211" 14.8319986015549 0.544158082083288 0.519134226611175 0.296961073407447 48.5 "A.inodorus" "K9"
"212" 14.7918321844741 0.501083047060088 0.526032939923041 0.286185212480064 53 "A.inodorus" "K90"
"213" 14.8715194003264 0.541859033556816 0.523030585081156 0.30275015596691 60.1 "Hybrid" "K92"
"214" 14.8358309629671 0.522468146477101 0.520378559820376 0.308825682808977 49.7 "A.inodorus" "K93"
"215" 14.1622031208098 0.467579993223679 0.548412779509253 0.294756402997905 34.2 "A.inodorus" "K95"
"216" 14.5838721139914 0.49050678438311 0.534503393046877 0.270115400227834 55 "A.inodorus" "K96"
"217" 14.5079223659727 0.471376028870914 0.535059337432909 0.287035391187913 50.9 "A.inodorus" "K97"
