"A2" "A6" "A8" "A12" "A13" "A15" "A16" "B6" "B7" "B9" "B10" "B12" "B16" "C3" "C5" "C6" "C7" "C8" "C9" "C10" "C11" "C12" "C13" "C14" "C15" "C17" "D1" "D2" "D4" "D5" "D6" "D7" "D10" "D11" "D12" "D13" "D14" "D15" "D16" "D17"
"A405" -0.0256371782048764 -0.00315000055056582 0.000678660414003403 0.00228207078565816 -0.000627803075265228 -0.00095861189318543 0.000866325338476803 -0.00160609748204449 0.000211009911006814 -0.000700434805515756 -0.00355693194306578 -0.00141105322236827 0.00134188674203309 -0.00643393602762214 -0.0073338110430578 -0.000563966129444918 -0.00414451034487308 -0.000276799792595846 0.00149649375950109 0.00600628306619077 0.000392959209989086 -0.00559140142913208 -0.000464795488068282 -0.0016494485388837 0.00121696268743311 0.00160487950114823 -0.611214456158199 -0.046191734355614 0.00237134545730095 -0.0060352122028937 0.0151115070521753 0.00549405861840553 0.00371113803798295 -0.00434706194358435 0.0014861887590662 -0.00168164530444644 -0.00103343737326915 -0.00159780219408151 -0.000537229495129981 0.00276175947885617
"A407" -0.02668903315791 -0.00819024777601514 0.00160221840359814 0.00275675572870627 0.0017875694434288 0.000225242910346731 -0.000244427373368544 -0.000697430905568195 -0.00121334580473512 0.00285584282113667 0.00183848721386362 -0.000902314443144169 -0.000230546175881308 0.0120980849219741 -0.013854795869905 -0.00657330056757813 -0.00486539791757304 0.0018105069246984 0.00397072640725132 -0.000278085808375834 0.00128667431723304 -0.00151504179405185 0.00169964180728842 0.00162762618759185 -0.0024423382220468 0.000414096805855602 -0.574601686147505 -0.0497732763506953 0.0124980565878116 -0.0031459778546695 0.00761634570433563 -0.00138519075408643 0.00550651456294141 -0.00436796202094617 -0.00304203837062393 0.000653495550050017 -0.000699029049702369 5.35030004659516e-05 -0.00024794593593615 -0.000205969102431679
"A416" -0.0323225748571767 -0.00820613126160244 -0.000185056465006787 -0.000509392244160976 3.49690761264515e-05 -0.000977151438823309 -0.00132242409858189 -0.00146332063379494 0.00123286332946648 0.00236186753169057 0.000474843864706049 0.00133700015752896 0.000647237846797292 -0.00895232476690081 -0.00777297484330853 -0.00634906308481262 0.00111257356418736 -0.000107061125054443 -0.000918566555740236 0.00287524124430254 0.00282501553821506 -0.00370478592879156 -0.00124401596120374 -0.000139163678186568 0.000347543695524248 -0.000824659604821424 -0.62417030312587 -0.0501345232042252 0.00935052552366421 -0.000264204347670554 0.0104753824210654 -0.00143765493478013 0.00471713303020981 -0.00346458615038402 -0.00301078297119485 -0.000232518194258647 0.00151498215819121 0.000925746258909464 -0.00103345682569478 -0.000765250452990973
"A420" -0.0119199516886504 -0.00796376795261193 -0.00299479640245738 0.00251879771322929 0.00113803303145911 0.000353230562922255 0.000705510375467494 0.00176712148534313 -0.000604797947154194 0.00154675502521976 0.00323475743733091 0.00225523593610617 -0.000358666058160473 0.0177726280382515 0.00143990580402984 -0.00252326003007575 -0.00796301546414266 -0.00398220264009683 -0.000412894328181567 0.00211930928666556 0.00225118323967964 0.00180732305457303 -0.000387358599886037 0.00108882460280239 0.000646648992995027 0.000203859975774205 -0.606997202404346 -0.0279993384663777 -0.00229311278125214 -0.00297602493844413 0.00361520981419332 -0.00515106595738371 0.00421434644049492 0.00160463948657421 -0.00202481847689538 -0.000143064808024656 -0.00163634672144507 -0.00109032056158124 9.16069393114661e-05 0.00146437913805603
"A422" -0.0298386371992234 -0.00678048637807477 -0.000255354415895146 0.00063159441875058 -0.000211418920758607 0.00119687960266147 -0.000116473139282221 0.00153315156345601 -0.000245624397227519 -0.00259119888971591 -0.000751814813563685 -0.00129251916421504 0.000756618665964008 -0.00270601859552084 -0.00737478949610639 -0.00132754384447589 -0.000486706392085509 -0.00134307081031303 0.00191478934936205 0.00680534243905612 0.000533640118727362 -0.00328279439335372 -0.00117547749069228 -0.00089379730721385 0.000757309365008075 -0.000609876664945728 -0.575488466236621 -0.0489399188109264 -0.00193431651747336 -0.00936417214707111 0.0170846294987136 0.00481288606838184 0.00150265077020112 -0.00177217165537268 -0.000403925150547382 0.000887988741809652 -0.00106447603084958 -0.000747576498546811 -0.000136751103132133 0.0009220721280469
"A432" -0.0230929853383717 -0.00724827728551703 -0.00136615075929822 0.00210924939516721 0.000693503658569277 0.00101604484869328 -0.000136484214148496 -0.00405016004746009 0.00337954706407049 0.00236767534722649 -0.00157906591542807 -0.000863021296476883 5.87558629926128e-05 -0.00604830156365965 -0.00811880398904497 0.000772788404206341 -0.00244165993308695 -0.00455998838266867 0.000704801351503984 0.00397377517657094 0.00360033527502735 -0.00337523431312484 -0.000442121480285008 0.000714698491951592 -0.000312446843439283 0.000161234064930947 -0.584786070560059 -0.0533079621436575 0.00588320153509324 -0.00939978506567807 0.00850931348857646 0.00246730800323278 0.00445797627733341 -0.00398410219809747 -0.000785974126980396 0.00082390677389906 -0.00133929696543336 -4.97078777771447e-05 3.10392168595245e-05 -0.0004276110135321
"A477" -0.0255905818020761 -0.00692494496881811 -0.00138554854936695 -5.969807446298e-07 -0.000152916123127927 0.000438429168757488 -0.00141068503647468 -0.00137505898923643 0.00154410653379445 0.00174613571367795 -0.00100814218136248 -0.00111113533992261 -0.000315893367751102 -0.00120244956484963 -0.00733691054477006 -0.00185275184801295 -0.000699019350401411 0.00040897226557795 0.00137833420044866 0.00219008131352411 0.000153936035488396 -0.00374765499227654 0.00193195998532465 0.000538262113862681 -0.00162593874579261 4.83539450770556e-05 -0.582117885639617 -0.0577308600825967 0.00686393824472532 -0.00163655861266797 0.0105324131559896 0.00270318894351448 0.00135584312997276 -0.00623957085481601 0.00177543256537563 -0.000842480955439734 -0.00176331330691372 0.00136720839688732 0.00111551085508572 -0.00051916616691149
"A485" -0.023312561243096 -0.00949251756153491 -0.00210941550056301 0.00221119470334567 0.00114426846053552 0.000360848414124534 0.000297347351293518 -0.000687457222747954 0.000215915362557777 0.00262938787041884 0.000954696954026431 0.000216906384182461 -0.000718350514527776 0.0145348370949826 -0.00323113510707493 -0.00323290999542242 -0.00621083299996854 0.000422538447709159 0.000628988426788913 0.00168817383215935 -0.000151842853247089 -0.000283874709102617 0.00151539410471649 0.00036225243258078 -0.00074538290989718 0.00137283278196332 -0.657720063360918 -0.0329854550262703 0.00323646257925157 -0.00558078774307955 0.00146891199904142 -0.000169051047722986 0.000382900625994441 4.27884180222255e-05 0.000585218435781844 -0.00089372868239236 -0.00130369763498952 -0.000563383916807987 0.000176335422068497 -0.000306453502532443
"A510" -0.0314149807478663 -0.0043871457995265 0.00112979164550363 -0.0011564341644455 0.00187343794743927 0.000868405584134997 -0.000541224185102504 -0.00189442962451208 0.00265186924683648 0.00058512457654217 -0.000633239686860675 -8.0856704191506e-05 0.000153428283349526 -0.00492531833922277 -0.0078125329821403 -0.00679426422026526 0.00352945429183943 0.000347166279996255 0.00125411654594389 0.00154843835497499 0.000675554842221133 -0.00165580360000612 -0.000723560554928409 0.000395739705476819 -0.000382219818691083 0.000872231175063985 -0.625318925102335 -0.0619960310670348 0.0144504328356679 -0.00389340401880778 0.0064681014575455 0.00103802944267929 -0.00195775706371346 -0.00288451108664947 -0.00114183090093675 0.00105416647799868 0.00200857528934913 -0.00182156986902728 5.5902327214463e-05 -0.000879531287449505
"A511" -0.0179140980999286 -0.010427444161153 -0.00319667124074053 0.000961739708671301 0.0011114626024302 0.00101633230363145 -0.00033172580696549 -0.00124062975690796 -0.00116326954748011 0.00158578646151672 0.00202563471525464 0.00176513647396693 0.000500248951598593 0.0135597793725599 -0.00510543137322656 -0.00110694462548337 -0.0070574573309661 -0.00161299939398234 -0.00169773078808485 0.00251279639763787 0.000815541377968063 7.5250889137969e-05 0.000805876428825357 5.42463168912493e-05 -0.000480678452517213 0.000718751176148089 -0.628663260573883 -0.0295038331878525 -0.00545541971255804 -0.00123010426367154 0.00471545823858259 -0.00188626308911043 0.00339811220173232 -0.00072816354629999 -0.000546599029216472 -0.00187981165556783 -0.000636900987015093 -0.000332314354043383 0.00126601335433899 -4.47663480888142e-05
"A515" -0.0305718864280901 -0.00846819693702195 -0.000972247563126521 0.00112912256729151 0.00178744425864849 0.000654424660504762 0.000616354922126751 -0.000367100097241465 0.00133475341407909 0.00261125832286709 0.00291553957073666 0.00168259494875392 -0.00108724557912488 0.014440445075408 -0.00543765712077665 -0.00403431370792021 -0.00786000022318625 -0.00109778163535129 0.000723656835763744 0.00225401106076053 0.003922421086527 -0.0010573972625434 -0.00013262672504427 0.000871697465876081 -3.0618314316241e-05 0.00113732006056307 -0.640469710074926 -0.0353620943789858 0.00058546487554186 -0.00297428729078283 0.00611616750957101 0.000666052783352148 0.00242755942299169 -0.00174719088832471 -0.00393102019464243 8.39365815963023e-07 0.000714504790753755 -0.000715402244029951 0.000741731672592752 0.000306698684780862
"A522" -0.026588535172172 -0.0058271705842986 -0.000648585818112407 0.000125097198455247 -0.000556594659917515 0.00088999166652879 -0.000603229489984261 0.00161851898879625 0.000716577377122671 0.00174135011114883 -0.00197536620765661 0.000530810154169478 -0.000519060361388728 -0.0124159349102283 -0.000436310452120016 0.00184833052162732 -0.00483109474090663 0.00337422933340411 -0.000328649178522391 0.000244428979291255 0.00119307086367612 -0.00331804872316439 1.17026608269578e-05 0.000786314274651037 2.96896958834778e-05 0.00238480695712248 -0.585731409170457 -0.0549244590017935 0.00344750300848799 -0.00427472290062438 0.0113154983031543 0.0071990002609153 0.00095180122878345 -0.00463126749432918 0.00111579610192553 0.00100428148904272 -0.000912608265942637 0.000592499480684927 0.00102613027230466 -0.00151876975581276
"A527" -0.0351537123837563 -0.0101743681667926 -0.0027372397248057 0.000567604310214108 0.000744781740126009 0.000716626266604574 0.000604059670696259 0.00371321827956349 0.00225082156656314 0.0013818745173957 0.00128382702510084 0.00179726816444155 0.000195084956350343 -0.012830999174473 0.00341123937485488 -0.00561852447643656 -0.00550294332205467 -0.00419772052498247 -0.000397354982778384 0.00372002695194113 0.00596262381516156 -0.000978877263459799 -0.00430876284077851 -0.000913047821630337 0.00116603312693459 -4.5820183811968e-05 -0.597168446437178 -0.0491067913428664 -0.00558280968179628 -0.00411549063109769 0.0166219003438113 0.00796531425470494 0.00136473626934018 0.000449491271296077 -0.00297734553509846 -0.00018458437353264 0.00106023460228767 -0.00136772665513989 0.000224193878831294 0.000761224071628576
"A532" -0.0269245195355369 -0.00755600683351959 -0.00105840471181514 0.000179164410100122 4.98142996827808e-05 0.000383456766683045 0.00037723667481333 -0.000640330327676887 0.000867329494396969 0.00109080167674182 -0.000940760066147689 -0.00100534527039718 6.5135187270041e-05 -0.00788236113043044 -0.000917996115679095 -0.0074465000727326 -0.00434604061742881 -0.00215966863270664 0.00368552542100648 0.0061658472880948 0.00017680804996437 -0.00362417158088635 -0.000481832350124815 0.000609501460880038 8.35660955892552e-05 2.11927289569047e-05 -0.612174475887726 -0.0451944427902839 -0.00272896301205747 0.00290496736491969 0.0142112913327087 0.0059441654885029 0.00296746986980251 -0.00253610948469258 -0.000235515373388606 -0.000428350606539065 -0.0010079041969887 2.92791437610082e-05 0.000983509294125004 0.000270001818632914
"A542" -0.0257817118243743 -0.0117979641491367 -0.00101378402084776 0.000382373995179082 0.00113603010952966 0.000188684564996963 0.000742000380308351 0.00351218043506685 0.00256981951854431 0.00281316609770274 -0.00129714559534476 -0.00111521004642749 0.000781639190760354 -0.000429549759265702 -0.0125228923763072 -0.00203189386257033 -0.0010997114158196 0.00402168410082459 0.00608191120410557 0.00100181833236488 -0.0012194210370735 -0.00293340265307636 0.000714803306579511 2.52632244622405e-05 -0.00189717783463594 0.00241742748047463 -0.599043175708523 -0.0470783937180089 0.00523133750762597 -0.00391975019153169 0.00861750473573657 -0.00147557612901259 0.00374495012808145 -0.00311951007178875 -0.00130899179698096 0.00184042314066897 0.00128915059424878 -0.00125253687414837 0.000530837333698852 -9.85855783278113e-05
"A544" -0.0204075017866747 -0.00332071855242878 0.000704240869384485 0.00147935926345193 0.00094207663697658 0.000514938156492167 -0.000177768802851789 0.000123591801092454 0.0025271996939434 0.00307540653811681 -0.0010918480077419 -0.00129713785243749 -0.000780490506607193 0.00549134564395787 -0.00664053329300228 -0.00491164576611308 -0.00536269650477506 0.00161786277624692 0.00146803703823634 0.00418691296844538 0.000445451864088515 -0.00315380667665209 0.00147985390256539 0.000415864581771097 -0.000937012679633832 0.000445773975135683 -0.594406105172294 -0.0429058757135179 0.0078179855087793 -0.008397619742397 0.0132131039335848 0.00417134391900716 0.00256802742650854 -0.00232470878455671 -0.000560348700553657 -5.40516476773605e-05 -0.00163340790886068 -0.000996698100163732 0.00040097614172326 0.000512931264714527
"A554" -0.0273839696384472 -0.00654364732876907 -0.000774320808601539 0.000811884127086855 -0.000744016569170631 0.000611385972838977 0.000657752882640301 -0.000469224047862438 0.000945261439021822 0.000640207675497044 0.000318927540017484 -0.000438436998899731 0.00023618328275624 -0.00969525541008058 0.00174393010467756 -0.000614550493851894 -0.00689376164910452 -0.00472954951310535 0.0021121152863975 0.00433145743052955 0.00289005204154604 -0.00211343286819199 -0.00266762007701859 -0.000461231968468698 0.00220478623913826 -0.000415710554234216 -0.603519561869812 -0.0520228485039483 0.00212586162308138 -0.0036029255371549 0.0159292722757572 0.00488304420016868 0.00129109356737631 -0.00124865953156195 -0.000249624368688596 -0.000299740828041842 -0.000366782734622391 -0.00127012938870659 0.000752147984471076 0.0021801720061959
"A555" -0.0252468572631961 -0.0107641076992637 -0.0030179946313332 0.00196273169977644 0.00209921693902748 0.00144722743915081 0.000319283543231447 0.000247658735825921 0.000554415812782459 0.00218022063022141 -0.000489920391076373 -0.001254115107645 0.000276200447510278 0.0025110873852537 -0.0110990925276865 -0.00416493961222979 -0.00472938157469685 0.00242203048651422 0.00386079888207912 0.00254801792706842 0.000779855878556487 -0.00379708130253139 0.000585856682687269 0.000425137416125642 -0.000345498692249123 5.18150594640922e-05 -0.533671086401102 -0.0549148881948513 0.0037927219491424 -0.00483832692353967 0.0054098784333639 -0.00372705042440085 0.00671144071670272 -0.00268969097226494 -0.000574233379835664 0.000412305288469438 -0.00139568616344785 -0.00179473739899281 -0.0001816314034623 0.000762898064180482
"A556" -0.0405254288210769 -0.0114195577367155 0.00130878802981958 0.00182903460973491 0.00242961463722805 0.000458634948923204 0.000383332941255755 -0.00430518413221762 -0.00232533831722117 0.00129935847525537 -0.0021994813245737 -0.00341777271965025 -0.000489870383996737 -0.00576677159536661 -0.00728391918426891 -0.00495350128239617 -0.00398165722384559 0.00663974722189538 0.00361881155166998 -0.000829314823590362 -0.00208661223595618 -0.00221126262700147 0.00148048293142274 0.000427857512795807 -0.000732864258602652 0.000900906376263214 -0.59291730258756 -0.069525508298238 0.0159225642710733 -0.00330985837378184 0.00785778395947032 -0.00386371382176329 0.00382856782512189 -0.00228012712765369 -0.00267561455869259 -0.000397184618631038 0.00214165095252825 0.000333750888238461 -0.000363967855834548 -0.0019096412995065
"A560" -0.0320959394846136 -0.0110533953169899 -0.00492742314219494 0.00151024010247877 0.000322454883322134 0.00137402483629865 0.00044101490193314 0.00234657053954342 0.00419744040909447 0.000978905846528814 -0.000708905440292697 -0.00102592474246241 -0.00169483105459262 0.00801423960992538 -0.0106292786086992 -0.00367557760643229 -9.70031384420232e-05 0.00126576340762651 0.00126195674438524 0.00233981469358752 0.0031873966109899 -0.00119515623979959 -0.00176207939530765 0.00106982965822963 -0.000821154456875622 0.000729345967385498 -0.645081811786653 -0.0478135800028376 0.0104332244850046 -0.00651589153558943 -0.00226531876109893 0.00195880277710328 0.00113561330691768 -0.000257206249488512 -0.0012169342926974 0.000653467547100564 -0.00116906888234149 0.000487181874274232 0.00109463954467931 -0.000767040142216008
"A562" -0.0146689286111098 -0.00576980794943273 -0.00213741957173005 0.0023334586935412 0.00094107569650655 0.00131219576497623 0.00128142375182726 0.000923335734436356 -0.00150062069860603 -0.000549283266259471 0.00119816908108983 0.000506244918790599 0.000465702061936149 0.0139153383396341 -0.00428548929845338 -0.000384744793030512 -0.00413239656302051 -0.00112997962671831 -0.00117117350686437 0.0029404402276902 0.00121284700307631 3.86256060165117e-05 -0.000899576986279572 8.47127244007208e-05 -0.000335200029920324 0.000367346172538861 -0.642337586327799 -0.024476755511121 -0.00328784986109719 -0.00338981254077476 -0.000100973389537772 0.00199768680077976 0.00186795151360906 0.00145133917732954 -0.000967560446959709 0.000303082540725884 -0.00129588100691525 -0.00102296875313553 0.000438431001928179 0.000288458711069763
"A563" -0.0223646068424593 -0.00337685069302613 0.00118919739797689 -8.38765014870539e-06 0.000686998250779449 0.000384147726663406 -0.000345853386609222 7.66288103167342e-05 0.00217588775515001 0.00123290493099343 0.000102413079326756 -0.00155290195005409 -0.000420409996297472 0.0123807248275158 -0.0131281522674788 -0.00344302224195708 -0.00270717703208192 0.000460142684283308 0.0057373841994373 0.00250074151370322 -0.00182523654302977 -0.00290048492167036 0.000968082701288716 0.000582179168170933 -0.00118307066185389 0.00013363487816175 -0.636708986256322 -0.048826193026935 0.0138074770816602 -0.00644829164445594 0.0114609213583488 -0.001622804970675 -0.000123844489948905 -0.000403342560164077 -0.000859733515416653 -0.00115393352140037 -0.000300895493143703 -0.000290675670762302 0.00134481544375684 -0.000597386661763225
"A564" -0.0254841774320986 -0.0123222323856395 -0.00543475569556757 0.000493907010014972 0.000946884127251576 0.000238408754344117 2.42059509477091e-05 -0.00190110761758553 -0.000451977089358279 0.00173798756867212 0.00151296199010594 0.0018845327579009 0.000604632316505196 0.010057846966509 -0.000356262072774024 -0.00512521653617739 -0.00544038948222442 -0.00080059591917198 -0.00143954680603372 6.29105694644475e-05 0.00301113857753956 -0.000730715607045147 -0.00106719075012999 0.00140373833969589 0.000593204700676491 -0.000921357492129003 -0.613548083622143 -0.0413558217702533 -0.00293107725108282 -0.00373027829561946 0.00527933223022446 -0.00180821048297301 0.00506412057944145 3.62218374614203e-05 -0.00369739819426841 0.000577180951763797 0.0013380906766122 -0.000761328640052898 -0.00086247793995721 0.000396634377340715
"A565" -0.0216914544538759 -0.0106872783725423 -0.00340535914300203 0.000825027004326259 0.00143519193593598 0.000814962468388635 0.000379734991446467 -0.00233372678927064 -0.00144514075633447 0.000300763070999084 0.00226613601636547 0.00200538605000897 -0.000460742816553576 0.0205570816535266 -0.00771082425956756 -0.00118322642980663 -0.00449983488710164 -0.00498457897177623 -0.00106620598674948 0.00271280802702568 0.000644024579588437 0.000893344012897854 -0.00144580802768194 0.000800439180682347 -6.08770964375693e-05 -0.000645787603496291 -0.624263966483992 -0.0330078703750237 -0.00948322990394655 -0.00606508164595618 0.00643807728679179 -0.00425926931588748 0.00316826451165475 0.00137380483655829 -0.00165811904469411 -0.000842363422411659 -0.000384207822172075 -0.000578526551708578 -0.000406529722755662 -0.000379840861092839
"A568" -0.00747013494202941 -0.00582786051176149 -0.00326841088568304 -2.87856332648458e-05 0.00228125100987118 0.00174011532931267 -0.000265775038611213 0.000912392646743507 -0.000477555064956305 0.00122892226192535 0.00285623004786389 0.00179223928315024 -4.56841929037538e-05 0.0052751849371386 -0.00127624615845158 -0.00141239783957034 -0.00919617997095292 -0.00208967022679764 0.000128063878810386 0.00182464187278071 0.00267190317521284 -0.000452038698086408 -0.000823343964514197 0.000880090502126722 0.000305131575624063 0.000267455782238636 -0.631224291843595 -0.0202979257245746 -0.00436133725764652 -0.00076713088763032 0.000708462471736633 -0.000891349248796286 0.00360979568071456 0.000634788073766685 -0.000663693274337457 -0.000431577973438139 -0.000446058159582656 -0.0015700723810003 0.000646809985803187 0.000414371307138326
"A569" -0.0168724143658492 -0.00748681084319657 -0.00280452425671285 0.000318590188854213 0.000699862137093981 0.000416421275138751 -2.5253731259769e-05 -0.00119849675653637 0.00101521463419064 0.00280838091735252 0.00203293417898963 0.0015441994767395 -0.000113267484294267 0.0185405152657281 -0.00640849513582524 -0.00192870941858355 -0.00634270153270669 -0.0022953709469697 0.000688293203445769 -7.49418480797299e-05 0.0021692675354481 0.00125091293601037 0.000464600430877675 0.000239771354317775 5.40340406096462e-05 -4.98664874141573e-05 -0.590899875994518 -0.0341394340515151 0.000390987229778376 -0.0059201603639494 0.00353444688845488 -0.00436689193223337 0.00185328862989984 0.00126195709060135 -0.0016332025521181 -0.00110574425583291 -0.000426069010139143 -0.000260147678158227 -0.000207757503336782 0.000875038314495345
"A570" -0.0334015059766527 -0.00963283224608649 0.00165278991732407 0.00316793837990874 0.00171873568523926 1.64984429268026e-05 -0.000457925324571953 -0.00143232963642776 -0.00223806676024696 0.00167990062923212 -0.00025645914637203 -0.000789321694052647 -0.000224077159545614 0.00744597093509826 -0.0112324952172266 -0.00513257631801807 -0.00350186948655541 0.00415217371960091 0.00315680585806514 -0.00243395912924258 0.00151459650543221 -0.00137595136983604 0.00150606820504202 -3.89891154751998e-05 -0.00294812984765393 0.00148503506344688 -0.599372211720533 -0.0641310695860327 0.0165174293695154 -0.00244248540489114 0.00931706467031855 -0.00100536781907062 0.00279883316219219 -0.00442522359544685 -0.00249281254853187 0.00191826944889218 -0.000119445701431141 -0.000621636250319079 -0.000932197826223217 -0.000482017592454093
"A572" -0.0251328710096403 -0.00802083987752199 0.00135738298936479 0.00258387211947508 0.00169939776217582 0.000317591670080928 -0.000207628856312063 -0.00118940979455703 -0.00130486005455913 0.00302504102338183 0.00198392631597767 -0.000508043424372918 -0.000169846752390522 0.0127859782048356 -0.0136397444502407 -0.00688016838656728 -0.00505890043158177 0.00162161344740672 0.00397632885590595 -0.000195594119416515 0.00129880882718124 -0.00135078784784487 0.00160925387286345 0.00179987647477115 -0.00244530702708545 0.000262945103907111 -0.574332317127945 -0.050273340906423 0.0121021465003054 -0.00317186938515698 0.00750520136797444 -0.00153223435421935 0.00577310194179644 -0.00411770757658955 -0.00308638020719111 0.000606076800438569 -0.000759630669310116 9.32551030881129e-06 -0.000399625466552608 -0.000209544898274058
"A573" -0.0186176548075241 -0.00421616133738944 0.00113541929926156 0.000754129003323452 -0.000338414179087914 -0.00076418409170362 0.000108114976996625 -0.00335968052600467 0.00232632789848122 0.0017195583227407 -0.00132919216542417 -0.00258289280404059 -0.00145076223347852 0.000979355198731202 -0.00826413399025159 -0.00374185319399571 -0.00165053212652142 -0.000597918315052017 0.00295775059975093 0.00172814867867302 0.00116345524393627 -0.000578764188347046 0.00025269009904448 -0.00020964008807586 -0.000893487687189988 0.000183098822712861 -0.619705074316673 -0.0442736583250826 0.00942807457875259 -0.00913677432987557 0.00761938550144019 0.0018574881013918 0.000174587973981483 -0.00379611294552094 -0.0016951183325961 -0.000146782508221722 0.000310566584502495 -0.000149046417144287 0.000527888869583459 0.0010410364608589
"A574" -0.0221906644925144 -0.0102820491662382 -0.00352705506120651 -0.00210402945946616 -0.000677311786231185 0.000718815639469454 0.000575524381603287 0.00547375357320627 -0.00565237774668293 -0.00249784715684201 -0.000633152289197966 0.00268812900434225 0.00036059387193151 0.0057003225941919 0.0109828554745944 -0.000363874597212129 -0.00851534007164146 0.00231352836776909 0.00154067780072367 0.00162833874147982 0.00422472465196208 -0.00549473118153739 -0.00444825355021077 -0.000218735053156101 -0.000894705402080425 -0.000644407605358309 -0.62653416380818 -0.068108247356811 0.0095566199944121 -0.00865835433243944 0.0158905989149204 0.000885259183630563 0.000713875038038533 0.00258626147589285 -0.00121118274959963 -0.00155405252193965 -0.000327608689915866 -0.00222848798424747 5.65951730013637e-05 0.00220265338656254
"A575" -0.0363384664939776 -0.0159621211492094 -0.0056714241596967 0.00265250386712709 0.000680471493259614 0.000855758145921674 0.001845172232342 0.00226841080206772 0.00128194041417291 0.000296187461092207 -0.00249750183276149 -0.00268437315404695 -0.00135742337156649 0.0120222073087604 -0.00781845319178764 -0.00296228287978465 -0.00797105415427237 0.00255377072349827 0.00319143552530984 0.00341726319667929 0.00150602110165858 -0.00169928643139365 -0.000644372585399473 0.00162377381563802 0.00107439209463614 -0.000431438536843242 -0.638636034536105 -0.0340700754989484 0.00310035053457715 -0.00163353367016254 -0.000614350688766345 -0.00304028681072995 0.00255029020485252 -9.56784715580702e-05 -0.00238271198794434 -0.00213968044275148 -0.00102575053404254 0.000808533116731341 0.00192378295406873 0.000214004367339507
"A577" -0.0223418157802249 -0.00920602952317017 -0.00368306648857315 0.000228655905306792 -0.00109660483847397 -0.000104069018804923 -0.000986505954934962 4.45145839684789e-05 -0.00193046635054398 -0.00180870006630512 -0.00486798796588754 -0.00225306603346065 0.000258416975594547 -0.00539109083538945 -0.0057030210254148 0.00311623162933234 0.00174092484179103 0.00588077465148649 -0.00153686200927307 0.00262224629680878 0.000597236383508466 -0.00472049338174624 -0.000755951867172646 0.000343331289026637 -0.00211761197681401 0.000613183502310923 -0.584597475849976 -0.0470851281442279 -0.0016327652102555 -0.00448266922790353 0.00395340788789484 0.00494059692549065 0.00250619639995278 -0.00445344235069312 0.000158346488198856 0.000609156930181422 -0.00153925462649793 -0.000281733237826485 0.00122955956501687 -0.000574943411984892
"A58" -0.0287135912452844 -0.0107749604846615 -0.00373787630410773 0.00189211837867338 0.00119677606228871 0.000422038399193744 0.00118501647121441 0.00244412137739265 0.00166441214434872 0.00199353943065249 0.000360745209885698 -0.000273432987184467 -0.00104445158337636 0.003965691998715 -0.00363455183562121 -0.0033735969853609 -0.00776770068380315 0.00282087715823464 0.00287254607987509 0.00280599487326048 0.00112126276457175 -0.00258066954919755 0.000158977991374814 0.00149445672906339 -0.000635446984244439 0.00084850268421391 -0.635600871074264 -0.0418210635795947 -5.07135639859038e-05 -0.00118684199443734 0.00464621781829874 0.00107776946770791 0.00263969740462504 -7.47371701276256e-06 -0.00018182354218018 -0.000545295600584898 -0.000360156262191711 -0.000820086380581186 0.00016032346469944 0.000299431212306023
"A581" -0.00943113637525462 0.00115800182728623 0.00279626145239607 0.0033544765154759 0.00179711200044771 0.000780208642231203 -0.000105500734042331 -0.00910233732245002 0.00264198211169768 0.00565710277130148 -0.00477992025543691 -0.00370059545407172 -0.000656272014181364 -0.000792336305612691 -0.00138884663694351 -0.0127109673300607 -0.000245590173976433 -0.000711741649602411 0.00296300780840337 -0.00198058418941161 0.0029347124050897 -0.00253810591989133 0.00212780143181553 -0.00050167059117936 0.00102158871859339 -0.000519931426725306 -0.546387841249642 -0.0530388833954617 -0.00300464766778272 -0.00124471650468841 -0.00127373681974066 0.00675611048993006 0.00474485539146846 -0.000293071033908768 -0.00354732862588001 -0.00117827062424908 0.00108217174422632 0.000555154540369979 -0.00102264082701298 -0.00133751040810193
"A583" -0.0275705522146667 -0.00783075973585262 0.000494236836274456 0.00293157658247037 0.00235022732535316 0.00106680231463387 -0.00153519501332881 -0.00226160872952779 -0.000253057098356489 0.00142960126813111 0.00153620965379689 0.0010421906914753 0.000581232850953882 0.0120063715933952 -0.00883281613104029 0.000936615079410724 -0.0014662897570028 -0.00251227443064368 -0.00142146102627199 0.00123833637805258 0.00356898065800645 -5.28684016533226e-06 -0.00209086914268169 -0.000774098298540244 0.000686587332650227 5.63793544225718e-05 -0.648501891385384 -0.0389982216010957 -0.000600840776970652 -0.00534853502096658 0.00165938079142818 0.00193351728013476 -0.000432156220527847 -0.00125865604991157 -0.00048765879025279 0.000223914606441538 -0.00151323438275161 -0.00240395248400617 5.31167693967445e-05 0.00149567324393982
