"","ID","length","circ","FF","OCD.OH","round","ellip","AR"
"156","K29",40.1,14.5017766074966,0.859728946483985,0.504818925326595,0.553272209817361,0.271006657518802,1.74350927978685
"157","K3",42,14.7808959130623,0.845305020769837,0.507628494783466,0.527247813445982,0.295614086995677,1.8393526376325
"158","K31",69.5,15.0373959345139,0.834223634253506,0.54211221097502,0.494167918076947,0.322344763593735,1.95135327309855
"159","K32",73,15.5391495701267,0.813006255555523,0.582034757290309,0.486741794488407,0.326602893526066,1.97001573183537
"160","K33",62.5,15.1955712695322,0.826405851641377,0.475833932344443,0.520311102108185,0.291871889553449,1.82434769993636
"161","K35",74,14.8248477448241,0.844243886844241,0.57844173695182,0.535929309792085,0.278003046941751,1.77009479268349
"162","K36",75,14.8498556026376,0.843207707431874,0.511648728613332,0.522249485287137,0.271380157688998,1.74491563893799
"163","K37",68,14.9807595721364,0.836627314983087,0.473342131982754,0.497147429101572,0.314197625422265,1.91629203125966
"164","K38",59,15.26460073212,0.822949357940605,0.494516189029154,0.521227676386004,0.291941265607891,1.82462443135747
"165","K39",51,14.2900496144593,0.869935509112022,0.454554548737065,0.562177735418639,0.271690404092328,1.74608492217854
"166","K40",53,15.4217368612042,0.815280904403233,0.503780249060088,0.494895324603456,0.303889460113719,1.87310690673744
"167","K42",44.5,15.0718505194868,0.830999499090273,0.543487230437243,0.504872379790123,0.314404326911707,1.91717126946108
"168","K43",60.5,14.4316857944725,0.862341293941981,0.524842260021421,0.533372258426198,0.281969546382328,1.78539717907973
"169","K44",43.5,14.1610653583825,0.877523049343353,0.480302908775732,0.558652922346491,0.286943608528572,1.80482725338581
"170","K45",50,14.4626141679794,0.861107793376848,0.511760801075554,0.56583070931941,0.2803284575669,1.77904555352891
"171","K46",50,14.8954870351094,0.839614785730709,0.498708195075554,0.521956725645311,0.312991002127631,1.91117002280013
"172","K47",47,14.8410786910921,0.84223970554392,0.547311050091021,0.520207704879828,0.309649557159894,1.89707933230547
"173","K48",40,14.6156120144027,0.853816276233241,0.505249511460444,0.524112456717808,0.30531183772399,1.87898960800971
"174","K49",53.5,14.9508247325575,0.837063106029655,0.552097183390843,0.52030544752482,0.304377776846171,1.87512378620159
"175","K5",42,14.7387025492463,0.847430567491396,0.498969651783466,0.545045203979467,0.302010081622971,1.86537089912475
"176","K50",54,15.2269444147238,0.824210179230088,0.526157314721599,0.520276768365485,0.302906729899888,1.86905653200866
"177","K51",45.5,15.0458389654463,0.832273941367926,0.540915526098754,0.525127583510297,0.296872191451226,1.84443308269647
"178","K52",42.5,14.1030163981473,0.880817381943239,0.517017070114221,0.594862051505113,0.246730931422928,1.65509375524739
"179","K53",49,15.0808938083057,0.830714844398917,0.497718266414043,0.518519368913985,0.292260215074238,1.82589737442807
"180","K54",53.5,14.5595838100052,0.856097870318698,0.501590756390843,0.532234710306121,0.287928150083621,1.80870532971478
"181","K55",51,15.054765330726,0.832036685095944,0.490127291737065,0.528037589044923,0.291328741989115,1.82218303252999
"182","K56",41.6,14.359230720074,0.867110198750534,0.513494966318861,0.554257833426079,0.276311145104716,1.76361862763438
"183","K57",49.9,15.1081678729693,0.82946712091308,0.520056195209403,0.500976869480696,0.323631771574402,1.95696917144594
"184","K59",51.2,14.2386081185747,0.872603054035788,0.347735934469368,0.572269584719449,0.293306611528767,1.83008166289278
"185","K6",45,14.5310812307616,0.857867360594093,0.503760699767999,0.538499387202234,0.285504753254579,1.79917887363163
"186","K60",45.6,14.9470785386557,0.837052773252574,0.484307674964906,0.526749478938145,0.30404675835254,1.87375628176629
"187","K61",51.7,15.4860183917414,0.81226424901108,0.539185202800123,0.494184403590179,0.322650525936068,1.95268554355034
"188","K62",54,13.8621871170972,0.89239412707394,0.342350404721599,0.584701300117335,0.28627581183215,1.80220291417341
"189","K63",52.4,15.0252209631043,0.833494741033353,0.537076426863181,0.539518919203806,0.282525265836316,1.78755460613018
"190","K64",40.5,14.0388011464409,0.884661306504636,0.325127279791199,0.597704232051427,0.255714628021077,1.68714135101481
"191","K66",55.2,15.6956800752437,0.803484341918045,0.490518371115412,0.513910102632223,0.305533166348224,1.87990715047287
"192","K68",53,14.4159382534046,0.863345799901837,0.470671001060088,0.525882600005075,0.311766024887585,1.90598847531949
"193","K69",53,14.2840851417581,0.870106596000006,0.434708607060088,0.540247888393332,0.295968513833881,1.8407820378762
"194","K7",48.5,13.9775637558217,0.886845035023614,0.364137723083288,0.568627876147533,0.29608929869976,1.84126949101025
"195","K70",52,14.3516894598009,0.866682510987907,0.492855018398576,0.54962303325967,0.284530575188367,1.79536753164058
"196","K71",47,14.0022109198495,0.885704862445157,0.481275724091021,0.586331046445828,0.265027240172187,1.72118928661867
"197","K72",47,14.5744130365136,0.85555417968595,0.494644786091021,0.536854169741832,0.278980747132993,1.77385103386262
"198","K73",52.5,14.3994427147132,0.864209347437019,0.484538867729332,0.540616342241894,0.272903312761704,1.75066581254348
"199","K74",48.5,14.4326866951753,0.862722270711749,0.407935840083288,0.57159844228869,0.254762339139966,1.68370763454429
"200","K75",62,14.4383075585728,0.861999487416055,0.444533535013687,0.538860482213057,0.272594437871456,1.74949780992542
"201","K76",43.5,15.0597198384244,0.831562772397052,0.575934842775732,0.500388722804316,0.322532638376497,1.9521717403583
"202","K77",43.5,14.6827053199348,0.85020613178587,0.518271508775732,0.510235829460934,0.328080602018584,1.97654749365536
"203","K8",44,14.6473851761004,0.851976681451833,0.447042842106488,0.557361563975574,0.287868674295537,1.80847075224719
"204","K80",51,14.4885828051298,0.859742504927141,0.391734767737065,0.539655967815594,0.303345639471771,1.87086410897296
"205","K81",68,15.0457553829217,0.833694360850234,0.501994675982754,0.549600292672608,0.265553442345305,1.72313891208993
"206","K82",60,15.5249181160624,0.8115594883695,0.459131515690665,0.51314237762625,0.272202521703744,1.74801721583581
"207","K83",37.9,14.8715688791208,0.840870421821272,0.56319912927127,0.508326718516623,0.315555774524346,1.92207885691504
"208","K84",56.7,15.3671331317055,0.818113474761596,0.474736597107679,0.541241345937255,0.269575295614639,1.73813301767081
"209","K88",55,14.3341984692969,0.867416732873006,0.43410802538311,0.547194742180945,0.287290999776646,1.8061943926248
"210","K89",53.4,13.4031130545721,0.918300558528384,0.343069790524692,0.623279461360234,0.267087459838749,1.72883855904549
"211","K9",48.5,14.8319986015549,0.842686030039097,0.544158082083288,0.519134226611175,0.296961073407447,1.84479269120059
"212","K90",53,14.7918321844741,0.844679723725408,0.501083047060088,0.526032939923041,0.286185212480064,1.80184725080964
"213","K92",60.1,14.8715194003264,0.841103088716693,0.541859033556816,0.523030585081156,0.30275015596691,1.86841225869831
"214","K93",49.7,14.8358309629671,0.842505470858968,0.522468146477101,0.520378559820376,0.308825682808977,1.89362603652307
"215","K95",34.2,14.1622031208098,0.878819929222071,0.467579993223679,0.548412779509253,0.294756402997905,1.83589955088108
"216","K96",55,14.5838721139914,0.85486908653319,0.49050678438311,0.534503393046877,0.270115400227834,1.74015919862441
"217","K97",50.9,14.5079223659727,0.858767074569996,0.471376028870914,0.535059337432909,0.287035391187913,1.80518832951936
