"ID" "Species" "TL" "OCD.OH" "FF" "round" "ellip" "AR" "circ" "logOA"
"115" "A642" "A.inodorus" 51 0.410201954 0.791947429324565 0.530909357524501 0.294681003147392 1.83559638819418 15.8676828145989 4.96528900816473
"116" "A643" "A.inodorus" 47 0.347482135 0.80213513643606 0.55908445395172 0.246865977465187 1.65556984568115 15.6661515542037 4.63479335023603
"117" "A66" "A.inodorus" 49.5 0.389628228 0.790173988449024 0.539492474415976 0.269907395340595 1.73937852162332 15.9032957273433 4.64235259050873
"118" "A67" "A.inodorus" 61.5 0.244429119 0.826357733799274 0.592742337483164 0.283323987206567 1.79066128110591 15.2069377466631 5.21704336059614
"119" "A68" "A.inodorus" 49.5 0.390939035 0.778167697635626 0.532608720551862 0.292068922141789 1.8251337772186 16.1486664796556 4.61777190968179
"120" "A70" "A.inodorus" 56 0.358027666 0.760715899667086 0.506548638025194 0.307330626326575 1.88738043865492 16.5191375911278 5.02793474399755
"121" "A71" "A.coronus" 66 0.268974314 0.835794389815143 0.574812781666164 0.278054988804419 1.77029409301948 15.035241642551 5.00147564765643
"122" "A85" "A.inodorus" 45.5 0.375958923 0.816443771320119 0.547087018259275 0.281582127610458 1.78389510738056 15.3915934639815 4.78184765903181
"123" "K1" "A.inodorus" 50 0.434622538 0.793585116828969 0.5537596579835 0.28341331159265 1.79100914426013 15.8349373594256 4.99065771925765
"124" "K101" "A.inodorus" 51 0.356700308 0.75511638237212 0.521693447301769 0.279047774719612 1.77410892132578 16.6416342006556 4.888916403113
"125" "K102" "A.inodorus" 52.5 0.348957555 0.782546723091457 0.549905205101519 0.268994455654574 1.73595736102233 16.0583007295917 4.85037509723041
"126" "K104" "A.inodorus" 57.8 0.488210586 0.759209835587451 0.506733895970184 0.311923520013162 1.90665363251227 16.551907029281 4.85510375076011
"127" "K105" "A.inodorus" 51 0.387222637 0.778364389659057 0.542999159896157 0.295859169152675 1.84034089827358 16.1445857252842 4.73542521268269
"128" "K106" "A.inodorus" 61.1 0.389037386 0.780349674202943 0.530207843434774 0.286083119476314 1.80144657531129 16.1035123480952 4.86743858970724
"129" "K107" "A.inodorus" 51 0.439721694 0.764204288133037 0.524128120860715 0.296994844387999 1.84492934942831 16.4437321400787 4.81740443466264
"130" "K108" "A.inodorus" 43.3 0.454365761 0.791408895833531 0.533252418011411 0.292912664961921 1.82850491147928 15.8784803664912 4.54779045645963
"131" "K109" "A.coronus" 50 0.330209819 0.816804388714173 0.554112461393007 0.311063026327579 1.90302317400513 15.3847981083223 4.71686442381323
"132" "K110" "A.coronus" 71.7 0.24644256 0.812082060633061 0.578729067624109 0.294717781929536 1.83574425776914 15.4742620524865 5.17013404517648
"133" "K111" "A.inodorus" 58.3 0.402185961 0.743672754216038 0.510461912358181 0.300282610987286 1.85829683727306 16.8977154845566 4.8567758210864
"134" "K112" "A.inodorus" 43.2 0.375502334 0.766387238711335 0.530125732974478 0.279035308465436 1.77406095400182 16.3968943891723 4.6526958071504
"135" "K116" "A.inodorus" 55 0.383762555 0.803303823251495 0.55742090675836 0.268303177490161 1.73337253691997 15.6433596487751 4.93517009147565
"136" "K117" "A.inodorus" 58 0.331071366 0.793417057526459 0.548790994879247 0.286324746827812 1.8023950544877 15.8382914699815 4.95353800803503
"137" "K118" "A.inodorus" 57 0.381454919 0.77418913567145 0.527359237617116 0.285616979402692 1.7996186112147 16.2316545600455 4.99700843812618
"138" "K119" "A.inodorus" 53.2 0.373410833 0.799910196140267 0.553824046917955 0.28246472583331 1.78731941411898 15.709726760572 4.98625537914421
"139" "K12" "A.inodorus" 68.5 0.418970359 0.768478991101181 0.519657223984215 0.310646596791673 1.901269494996 16.3522630545207 5.09461249334285
"140" "K13" "A.inodorus" 62 0.465867948 0.782973096181641 0.497365733486579 0.321456895252385 1.94749145044205 16.0495560775231 4.65257132209503
"141" "K14" "A.inodorus" 43.5 0.422783359 0.806624291635268 0.533881606503726 0.308603989388767 1.89269820667881 15.5789637687248 4.68775960250557
"142" "K16" "A.coronus" 68 0.2747318 0.814785130504825 0.541610381996868 0.315513888972942 1.92190004702804 15.4229258044674 4.9837624903821
"143" "K17" "A.inodorus" 51 0.382751026 0.800688728516191 0.544876613904468 0.289588661059105 1.81527037980794 15.6944517473685 4.79722436016838
"144" "K18" "A.inodorus" 49 0.426991062 0.787433096033263 0.515371526643941 0.319662742113146 1.93971846582687 15.9586518240889 4.87992755159786
"145" "K19" "A.inodorus" 58.5 0.415492414 0.747646981168158 0.484725414919991 0.347457833483217 2.06493603421191 16.8078932047915 4.96945641576166
"146" "K2" "A.inodorus" 46 0.427873445 0.767882710453726 0.519300516226639 0.289183161776216 1.81366435409391 16.3649610067844 4.80117288848585
"147" "K20" "A.inodorus" 47.5 0.478200414 0.784653500446933 0.508064549779258 0.331528892424987 1.99190193463308 16.0151845460467 4.80362285317044
"148" "K21" "A.coronus" 71 0.255333141 0.801750563573852 0.565832126800629 0.302596021274889 1.86777830498774 15.6736660818096 5.20436393918873
"149" "K22" "A.inodorus" 66.5 0.39591908 0.754142007639459 0.519995982565085 0.279950219152428 1.77758573531652 16.663135705294 5.20102046241324
"150" "K23" "A.inodorus" 55 0.361475058 0.795832454099746 0.565696886292765 0.272320978534205 1.74846455786414 15.7902213583064 4.98299269425234
"151" "K24" "A.inodorus" 44.3 0.416901578 0.813003825983378 0.560867459912741 0.291108024734015 1.82130433095899 15.4567176841503 4.70606777167268
"152" "K25" "A.inodorus" 40.6 0.39760049 0.822932291541878 0.560806399541538 0.277107114068303 1.76666161601841 15.2702363773019 4.57469746964925
"153" "K26" "A.inodorus" 52.3 0.444559196 0.772733920490831 0.513367134675358 0.313087394870444 1.91157854007176 16.2622220678202 4.83862082352061
"154" "K27" "A.inodorus" 39.3 0.459783165 0.795801158257658 0.538883173992486 0.285084978896048 1.79753528875594 15.7908423278401 4.51874256047332
"155" "K28" "A.inodorus" 40.5 0.405395913 0.835661195817466 0.562473097077835 0.286480216077247 1.8030056700103 15.0376380730069 4.28517230611027
"156" "K29" "A.inodorus" 40.1 0.433726491 0.811299415336351 0.553272209817361 0.271006657518802 1.74350927978685 15.4891897822327 4.58301453352626
"157" "K3" "A.inodorus" 42 0.433167591 0.794580823557851 0.527247813445982 0.295614086995677 1.8393526376325 15.8150942506911 4.7323533329478
"158" "K31" "A.inodorus" 69.5 0.418897144 0.750287165057483 0.494167918076947 0.322344763593735 1.95135327309855 16.7487479455902 5.10634842058545
"159" "K32" "A.inodorus" 73 0.452614615 0.724842769925167 0.486741794488407 0.326602893526066 1.97001573183537 17.3366847760053 5.17270246196511
"160" "K33" "A.inodorus" 62.5 0.365029016 0.750923415314017 0.520311102108185 0.291871889553449 1.82434769993636 16.7345568910036 5.06438327620461
"161" "K35" "A.inodorus" 74 0.447248716 0.754872682232648 0.535929309792085 0.278003046941751 1.77009479268349 16.6470067206463 5.16299475121296
"162" "K36" "A.inodorus" 75 0.378682829 0.752628783839043 0.522249485287137 0.271380157688998 1.74491563893799 16.6966383484034 5.18469047614231
"163" "K37" "A.inodorus" 68 0.352786383 0.75450242425892 0.497147429101572 0.314197625422265 1.91629203125966 16.6551759282974 5.16132641884355
"164" "K38" "A.inodorus" 59 0.389916348 0.751693938047578 0.521227676386004 0.291941265607891 1.82462443135747 16.7174031587891 4.96991976057549
"165" "K39" "A.inodorus" 51 0.364137737 0.808341841068897 0.562177735418639 0.271690404092328 1.74608492217854 15.54586188158 4.70914618614651
"166" "K40" "A.inodorus" 53 0.40981768 0.751271798397632 0.494895324603456 0.303889460113719 1.87310690673744 16.726796668212 4.91893000957546
"167" "K42" "A.inodorus" 44.5 0.46459413 0.777256004425193 0.504872379790123 0.314404326911707 1.91717126946108 16.1676082819745 4.71287596107385
"168" "K43" "A.inodorus" 60.5 0.417583101 0.789274295577097 0.533372258426198 0.281969546382328 1.78539717907973 15.9214238760569 5.03821694759749
"169" "K44" "A.inodorus" 43.5 0.403182687 0.824987273659511 0.558652922346491 0.286943608528572 1.80482725338581 15.2321993509267 4.6606319691416
"170" "K45" "A.inodorus" 50 0.423116868 0.80072184431496 0.56583070931941 0.2803284575669 1.77904555352891 15.6938026651565 4.91470484856691
"171" "K46" "A.inodorus" 50 0.410064262 0.779228836668821 0.521956725645311 0.312991002127631 1.91117002280013 16.1266755322865 4.6886868751634
"172" "K47" "A.inodorus" 47 0.463985753 0.785476913425746 0.520207704879828 0.309649557159894 1.89707933230547 15.9983958784387 4.8000756151947
"173" "K48" "A.inodorus" 40 0.434334365 0.805507516983731 0.524112456717808 0.30531183772399 1.87898960800971 15.6005628121444 4.58912671530676
"174" "K49" "A.inodorus" 53.5 0.457248175 0.772450140533436 0.52030544752482 0.304377776846171 1.87512378620159 16.268196424537 4.79190805151896
"175" "K5" "A.inodorus" 42 0.424508748 0.79670637027941 0.545045203979467 0.302010081622971 1.86537089912475 15.7729008868751 4.68642342836107
"176" "K50" "A.inodorus" 54 0.430421867 0.75899335424325 0.520276768365485 0.302906729899888 1.86905653200866 16.5566279916751 4.78133266202432
"177" "K51" "A.inodorus" 45.5 0.460249547 0.777322727721608 0.525127583510297 0.296872191451226 1.84443308269647 16.1662204978776 4.91588585684643
"178" "K52" "A.inodorus" 42.5 0.441669727 0.829489325240635 0.594862051505113 0.246730931422928 1.65509375524739 15.1495266207479 4.74257193834822
"179" "K53" "A.inodorus" 49 0.410847212 0.771536614318267 0.518519368913985 0.292260215074238 1.82589737442807 16.2874585355393 4.7440302069718
"180" "K54" "A.inodorus" 53.5 0.406741748 0.791484904822479 0.532234710306121 0.287928150083621 1.80870532971478 15.8769555019848 4.80792064043327
"181" "K55" "A.inodorus" 51 0.39971048 0.770443017052819 0.528037589044923 0.291328741989115 1.82218303252999 16.3105775978468 4.86387994086257
"182" "K56" "A.inodorus" 41.6 0.439743214 0.816869089131043 0.554257833426079 0.276311145104716 1.76361862763438 15.3835795497254 4.64280951479662
"183" "K57" "A.inodorus" 49.9 0.43158955 0.769201943749317 0.500976869480696 0.323631771574402 1.95696917144594 16.3368939931522 4.74143710439792
"184" "K59" "Hybrid" 51.2 0.256964547 0.810767842196416 0.572269584719449 0.293306611528767 1.83008166289278 15.4993451396841 4.83091066556325
"185" "K6" "A.inodorus" 45 0.42398116 0.803520006438395 0.538499387202234 0.285504753254579 1.79917887363163 15.639150878221 4.78196940855737
"186" "K60" "A.inodorus" 45.6 0.403464408 0.781980787708133 0.526749478938145 0.30404675835254 1.87375628176629 16.0699224480812 4.66799183257715
"187" "K61" "Hybrid" 51.7 0.447527376 0.749825177681089 0.494184403590179 0.322650525936068 1.95268554355034 16.7590672978226 4.71423894281305
"188" "K62" "A.coronus" 54 0.246614957 0.827177302087101 0.584701300117335 0.28627581183215 1.80220291417341 15.1918706940485 4.84397184912347
"189" "K63" "A.inodorus" 52.4 0.444177585 0.770210266416495 0.539518919203806 0.282525265836316 1.78755460613018 16.315506508146 4.77387792215409
"190" "K64" "A.inodorus" 40.5 0.253325694 0.835748687764507 0.597704232051427 0.255714628021077 1.68714135101481 15.0360638291544 4.59429305520151
